RESTAURANT_ID;NAME;ADRESS;REVIEW_COUNT_TRIP;REVIEW_COUNT_GOOGLE;PRICE_RANGE_TRIP;CITY;PLZ;KREIS;AVERAGE_REVIEW_TRIP;AVERAGE_REVIEW_GOOGLE;WEIGHTED AVERAGE REVIEW;DATA_SOURCE;alt_Google_clean.Restaurantname;alt_Beide Quellen?;alt_Trip_Küche;alt_Google_clean.Ort;alt_Google_clean.PLZ;alt_Google_clean.Strasse;alt_Google_KÜCHE;alt_Merged_Küche;alt_Google_clean.Preis;SUM REVIEW COUNT;PRICE_NUMERIC;WEIGHTED RATING;Lage
76;Brasserie Spirgarten;Lindenplatz 5;86;131;€€ - €€€;Zürich;8048;Kreis 9;4;4.4;4.241474654;both;Brasserie Spirgarten;Yes;Europäisch, Schweizerisch;Zürich;8048;Lindenplatz 5;Restaurant;Europäisch, Schweizerisch, Restaurant;k. A.;217;3;4.241772152;Zentrum
77;Brasserie Süd;Bahnhofplatz 15;37;197;€€€€;Zürich;8001;Kreis 1;3;4;3.841880342;both;Brasserie Süd;Yes;Schweizerisch, International, Französisch;Zürich;8001;Bahnhofplatz 15;Französisch;Schweizerisch, International, Französisch, Französisch;k. A.;234;4;3.873622047;Zentrum
78;Brauerei Oerlikon;Schärenmoosstrasse 105;4;294;;Zürich;8052;Kreis 11;5;4.9;4.901342282;both;Brauerei Oerlikon AG;Yes;Bar, Pub, Gasthausbrauerei;Zürich;8052;Schärenmoosstrasse 105;Brauereischänke;Bar, Pub, Gasthausbrauerei, Brauereischänke;k. A.;298;0;4.860062893;Zentrum
79;Brauerei Steinfels;Heinrichstrasse 267;304;432;€€ - €€€;Zürich;8005;Kreis 5;3.5;3.6;3.558695652;both;Brauerei Steinfels;Yes;Europäisch, Bar, International;Zürich;8005;Heinrichstrasse 267;Restaurant;Europäisch, Bar, International, Restaurant;Mäßig teuer;736;3;3.576851852;Zentrum
80;Brera Zurigo;Kanzleistrasse 126;21;349;€€ - €€€;Zürich;8004;Kreis 4;4;4.2;4.188648649;both;Brera Zurigo;Yes;Italienisch, Mediterran, Pizza;Zürich;8004;Kanzleistrasse 126;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Price information not available;370;3;4.191538462;Zentrum
81;Brisket Southern BBQ & Bar;Pfingstweidstrasse 6;445;3030;€€ - €€€;Zürich;8005;Kreis 5;4;4.5;4.435971223;both;Brisket Southern BBQ & Bar;Yes;Bar, Amerikanisch, Barbecue;Zürich;8005;Pfingstweidstrasse 6;Barbecue;Bar, Amerikanisch, Barbecue, Barbecue;Teuer;3475;3;4.434878398;Zentrum
82;Restaurant Buckhuser;Buckhauserstrasse 34;79;379;€€ - €€€;Zürich;8048;Kreis 9;4;4.2;4.165502183;both;Buckhuser;Yes;Europäisch, Schweizerisch, Bar;Zürich;8048;Buckhauserstrasse 34;Schweizerisch;Europäisch, Schweizerisch, Bar, Schweizerisch;Mäßig teuer;458;3;4.168828452;Zentrum
83;Bund 39 - Taste Of Shanghai;Bäckerstrasse 39;52;224;€€ - €€€;Zürich;8004;Kreis 4;4.5;4.5;4.5;both;BUND 39 | 外滩 39 | Taste of Shanghai;Yes;Asiatisch, Chinesisch, Meeresfrüchte;Zürich;8004;Bäckerstrasse 39;Shanghaiisch;Asiatisch, Chinesisch, Meeresfrüchte, Shanghaiisch;Price information not available;276;3;4.48277027;Zentrum
84;BUNT;Vulkanplatz 2;35;434;€€ - €€€;Zürich;8048;Kreis 9;4.5;4.4;4.407462687;both;BUNT;Yes;Mediterran, International, Gesund;Zürich;8048;Vulkanplatz 2;Europäisch;Mediterran, International, Gesund, Europäisch;k. A.;469;3;4.400817996;Zentrum
85;Burger Brothers;Altstetterstrasse 147;10;375;€€ - €€€;Zürich;8048;Kreis 9;3.5;4;3.987012987;both;Burger Brothers Swiss;Yes;;Zürich;8048;Altstetterstrasse 147;Hamburger;, Hamburger;k. A.;385;3;3.999753086;Zentrum
86;Burgermeister Oberdorf;Oberdorfstrasse 8;149;1174;€€ - €€€;Zürich;8001;Kreis 1;3.5;4.1;4.032426304;both;Burgermeister Oberdorf;Yes;Gesund, Amerikanisch;Zürich;8001;Oberdorfstrasse 8;Hamburger;Gesund, Amerikanisch, Hamburger;k. A.;1323;3;4.035591958;Zentrum
87;Restaurant Bürgli;Kilchbergstrasse 15;290;878;€€ - €€€;Zürich;8038;Kreis 2;4.5;4.6;4.575171233;both;Bürgli;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8038;Kilchbergstrasse 15;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;Teuer;1168;3;4.569612795;Zentrum
88;Buris Grillwerk;Lufingerstrasse 2;3;1121;;Kloten;8302;Aglo.;4;4.8;4.797864769;both;Buris Grillwerk;Yes;;Kloten;8302;Lufingerstrasse 2;Fast Food;, Fast Food;k. A.;1124;0;4.788199301;Aglo.
89;Café Bar Black1966;Faerberstrasse 6;4;70;€€ - €€€;Zürich;8008;Kreis 8;5;4.5;4.527027027;both;Cafe Bar Black1966;Yes;Europäisch, Italienisch, Café, Bar, Französisch;Zürich;8008;Färberstrasse 6;Restaurant;Europäisch, Italienisch, Café, Bar, Französisch, Restaurant;Price information not available;74;3;4.467021277;Zentrum
90;Café Bar Nordbrücke;Dammstrasse 58;46;671;€€ - €€€;Zürich;8037;Kreis 10;4;4.4;4.374337517;both;Café Bar Nordbrücke;Yes;Café, Bar, Pub;Zürich;8037;Dammstrasse 58;Restaurant;Café, Bar, Pub, Restaurant;Mäßig teuer;717;3;4.37082768;Zentrum
91;Café Bar ODEON;Limmatquai 2;476;1532;€€ - €€€;Zürich;8001;Kreis 1;4;4.5;4.381474104;both;Café Bar ODEON;Yes;Europäisch, Café, Bar;Zürich;8001;Limmatquai 2;Restaurant;Europäisch, Café, Bar, Restaurant;Mäßig teuer;2008;3;4.380128205;Zentrum
92;Café BEBEK;Badenerstrasse 171;423;2190;€€ - €€€;Zürich;8003;Kreis 3;4;4.2;4.167623421;both;Café BEBEK;Yes;Mediterran, Türkisch, Libanesisch;Zürich;8003;Badenerstrasse 171;Orientalisch;Mediterran, Türkisch, Libanesisch, Orientalisch;Mäßig teuer;2613;3;4.168211166;Zentrum
93;Cafe Des Amis;Nordstrasse 88;155;1285;€€ - €€€;Zürich;8037;Kreis 10;3.5;4.3;4.213888889;both;Café des Amis;Yes;Europäisch, Schweizerisch, Café;Zürich;8037;Nordstrasse 88;Café;Europäisch, Schweizerisch, Café, Café;k. A.;1440;3;4.214315068;Zentrum
94;Cafe du Bonheur;Zypressenstrasse 115;57;870;€€ - €€€;Zürich;8004;Kreis 4;4;4.3;4.281553398;both;Café du Bonheur;Yes;Europäisch, Café;Zürich;8004;Zypressenstrasse 115;Café;Europäisch, Café, Café;Price information not available;927;3;4.280781415;Zentrum
95;Café Gourmet;Bahnhofplatz 7;64;234;€€ - €€€;Zürich;8001;Kreis 1;4.5;4.3;4.34295302;both;Café Gourmet;Yes;Schweizerisch, Café, Französisch;Zürich;8001;Bahnhofplatz 7;Café;Schweizerisch, Café, Französisch, Café;k. A.;298;3;4.336792453;Zentrum
96;Cafe Jeunesse;Wehntalerstrasse 120;6;70;€€ - €€€;Zürich;8057;Kreis 6;5;4.8;4.815789474;both;Cafe jeunesse;Yes;Europäisch, Schweizerisch, Italienisch;Zürich;8057;Wehntalerstrasse;Italienisch;Europäisch, Schweizerisch, Italienisch, Italienisch;Price information not available;76;3;4.696875;Zentrum
97;Café Restaurant Mühlebach;Muehlebachstrasse 43;18;198;€;Zürich;8008;Kreis 8;4.5;4.4;4.408333333;both;Café Restaurant Mühlebach;Yes;Europäisch, Schweizerisch, Café;Zürich;8008;Mühlebachstrasse 43;Schweizerisch;Europäisch, Schweizerisch, Café, Schweizerisch;Price information not available;216;1;4.394491525;Zentrum
98;Ristorante La Cantinella;Alte Winterthurerstrasse 16;137;353;€€ - €€€;Zürich;8304;Aglo.;4;4.5;4.360204082;both;Cantinella;Yes;Italienisch, Mediterran, Pizza;Wallisellen;8304;Alte Winterthurerstrasse 16;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Mäßig teuer;490;3;4.355686275;Aglo.
99;Cantinetta Antinori;Augustinergasse 25;1158;1848;€€€€;Zürich;8001;Kreis 1;4;4.4;4.245908184;both;Cantinetta Antinori;Yes;Italienisch;Zürich;8001;Augustinergasse 25;Italienisch;Italienisch, Italienisch;Teuer;3006;4;4.245902181;Zentrum
100;Carlton Restaurants & Bar;Bahnhofstrasse 41;338;316;€€€€;Zürich;8001;Kreis 1;4.5;4.4;4.451681957;both;Carlton Restaurant & Bar;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8001;Bahnhofstrasse 41;Restaurant;Europäisch, Schweizerisch, Mitteleuropäisch, Restaurant;Teuer;654;4;4.445548961;Zentrum
101;Cartell;Sihlporte 3;9;703;;Zürich;8001;Kreis 1;4.5;4.3;4.30252809;both;Cartell Zurich;Yes;Europäisch, Spanisch, Mexikanisch, Lateinamerikanisch;Zürich;8001;Sihlporte 3;Mexikanisch;Europäisch, Spanisch, Mexikanisch, Lateinamerikanisch, Mexikanisch;Mäßig teuer;712;0;4.300956284;Zentrum
102;Casa Aurelio;Langstrasse 209;249;590;€€€€;Zürich;8005;Kreis 5;3.5;4.4;4.132896305;both;Casa Aurelio;Yes;Mediterran, Spanisch;Zürich;8005;Langstrasse 209;Restaurant;Mediterran, Spanisch, Restaurant;Teuer;839;4;4.135506403;Zentrum
103;Casa Ferlin AG;Stampfenbachstrasse 38;321;421;€€€€;Zürich;8006;Kreis 6;4.5;4.7;4.613477089;both;Casa Ferlin AG;Yes;Europäisch, Italienisch, Mediterran;Zürich;8006;Stampfenbachstrasse 38;Italienisch;Europäisch, Italienisch, Mediterran, Italienisch;Sehr teuer;742;4;4.603805774;Zentrum
104;Casa Gourmet;Birmensdorferstrasse 259;6;89;;Zürich;8055;Kreis 3;5;5;5;both;Casa Gourmet;Yes;Italienisch, Pizza;Zürich;8055;Birmensdorferstrasse 259;Pizza;Italienisch, Pizza, Pizza;k. A.;95;0;4.868695652;Zentrum
105;Casco Viejo;Rosengasse 7;194;682;€€ - €€€;Zürich;8001;Kreis 1;4;4.3;4.233561644;both;Casco Viejo Tapas Bar;Yes;Europäisch, Mediterran, Spanisch;Zürich;8001;Rosengasse 7;Tapas;Europäisch, Mediterran, Spanisch, Tapas;k. A.;876;3;4.233816964;Zentrum
106;Castellan´s;Stockerstrasse 17;30;171;€€ - €€€;Zürich;8002;Kreis 2;4.5;4.4;4.414925373;both;Castellan´s;Yes;Europäisch, Mediterran, Fusion;Zürich;8002;Stockerstrasse 17;Mediterran;Europäisch, Mediterran, Fusion, Mediterran;k. A.;201;3;4.399547511;Zentrum
107;Celia Pizzeria;Langstrasse 35;90;763;€€ - €€€;Zürich;8004;Kreis 4;4.5;4.6;4.589449004;both;Celia;Yes;Italienisch, Mediterran, Pizza;Zürich;8004;Langstrasse 35;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Mäßig teuer;853;3;4.581557847;Zentrum
108;Center Bar and Kitchen;Airside Center;2;583;;Kloten;8302;Aglo.;3;2.5;2.501709402;both;Center Bar and Kitchen;Yes;Bar;Kloten;8060;Airside Center;Asiatisch;Bar, Asiatisch;Sehr teuer;585;0;2.559338843;Aglo.
109;Central Garten;Central 1;28;440;€€ - €€€;Zürich;8001;Kreis 1;4;4.4;4.376068376;both;Central Garten;Yes;Schweizerisch, Café, Bar;Zürich;8001;Central 1;Restaurant;Schweizerisch, Café, Bar, Restaurant;Mäßig teuer;468;3;4.370696721;Zentrum
110;Central Geylan Kebap Haus;Niederdorfstrasse 71;6;170;€;Zürich;8001;Kreis 1;4.5;3.8;3.823863636;both;Central Geylan Kebap Hause;Yes;;Zürich;8001;Niederdorfstrasse 71;Kebabimbiss;, Kebabimbiss;Price information not available;176;1;3.866836735;Zentrum
111;Certo;Strassburgstrasse 5;108;490;€€ - €€€;Zürich;8004;Kreis 4;4.5;4.4;4.418060201;both;Certo;Yes;Europäisch, Italienisch, Mediterran;Zürich;8004;Strassburgstrasse 5;Italienisch;Europäisch, Italienisch, Mediterran, Italienisch;Mäßig teuer;598;3;4.412459547;Zentrum
112;Chaima Thai Take Away;Lagernstrasse 32;57;118;€;Zürich;8037;Kreis 10;5;4.7;4.797714286;both;Chaima Thai Take Away;Yes;Thailändisch, Speiselokal, Zeitgenössisch;Zürich;8037;Lägernstrasse 32;Thailändisch;Thailändisch, Speiselokal, Zeitgenössisch, Thailändisch;Price information not available;175;1;4.741025641;Zentrum
113;Chasalp;Tobelhofstrasse 236;294;1459;€€ - €€€;Zürich;8044;Kreis 7;4;4.5;4.416143754;both;Chäsalp;Yes;Schweizerisch, Mitteleuropäisch;Zürich;8044;Tobelhofstrasse 236;Schweizerisch;Schweizerisch, Mitteleuropäisch, Schweizerisch;Price information not available;1753;3;4.414213198;Zentrum
114;Cheyenne;Querstrasse 3;231;1444;€€ - €€€;Zürich;8050;Kreis 11;3.5;4.1;4.017253731;both;Cheyenne;Yes;Bar, Amerikanisch, Mexikanisch;Zürich;8050;Querstrasse 3;Amerikanisch;Bar, Amerikanisch, Mexikanisch, Amerikanisch;Mäßig teuer;1675;3;4.019941003;Zentrum
115;Chiang Mai Thai Shop;Zollstrasse 56;205;837;€;Zürich;8005;Kreis 5;4.5;4.7;4.660652591;both;Chiang Mai Thai Shop;Yes;Thailändisch;Zürich;8005;Zollstrasse 56;Thailändisch;Thailändisch, Thailändisch;Price information not available;1042;1;4.652824859;Zentrum
116;Cantina;Köchlistrasse 35;17;273;€€ - €€€;Zürich;8004;Kreis 4;4;4.6;4.564827586;both;Chichería Cantina;Yes;Südamerikanisch, Lateinamerikanisch, Peruanisch;Zürich;8004;Köchlistrasse 35;Peruanisch;Südamerikanisch, Lateinamerikanisch, Peruanisch, Peruanisch;Price information not available;290;3;4.544193548;Zentrum
117;Chiffon - Restaurant Bar;Hirschengraben 36;15;257;€€ - €€€;Zürich;8001;Kreis 1;4;4.4;4.377941176;both;Chiffon - Restaurant Bar;Yes;Europäisch, Schweizerisch, Bar;Zürich;8001;Hirschengraben 36;Restaurant;Europäisch, Schweizerisch, Bar, Restaurant;Price information not available;272;3;4.368835616;Zentrum
118;Chimys;Neugasse 76;37;333;€€ - €€€;Zürich;8005;Kreis 5;4.5;4.6;4.59;both;Chimy's;Yes;Asiatisch, Sushi, Vietnamesisch;Zürich;8005;Neugasse 76;Vegetarisches Restaurant;Asiatisch, Sushi, Vietnamesisch, Vegetarisches Restaurant;Günstig;370;3;4.572307692;Zentrum
119;China-Restaurant Lin Lin;Forchstrasse 76;26;159;€;Zürich;8008;Kreis 8;4;4.4;4.343783784;both;China-Restaurant Lin Lin;Yes;Asiatisch, Chinesisch;Zürich;8008;Forchstrasse 76;Chinesisch;Asiatisch, Chinesisch, Chinesisch;Price information not available;185;1;4.334146341;Zentrum
120;Chipotle Express Burritos;Boulevard Lilienthal 27;19;246;€€ - €€€;Zürich;8152;Aglo.;4.5;4.7;4.685660377;both;Chipotle Express Burritos;Yes;Café, Gesund, Mexikanisch;Opfikon;8152;Boulevard Lilienthal 27;Burritos;Café, Gesund, Mexikanisch, Burritos;k. A.;265;3;4.654736842;Aglo.
121;China Restaurant Chop-Stick;Niederdorfstrasse 82;206;1029;€€ - €€€;Zürich;8001;Kreis 1;3.5;3.9;3.833279352;both;Chop-Stick;Yes;Asiatisch, Chinesisch;Zürich;8001;Niederdorfstrasse 82;Chinesisch;Asiatisch, Chinesisch, Chinesisch;k. A.;1235;3;3.839840637;Zentrum
122;Cinnamon garden;Wehntalerstrasse 551;8;79;€€ - €€€;Zürich;8046;Kreis 11;5;4.8;4.818390805;both;Cinnamon Garden Restaurant;Yes;Café, Bar, Indisch;Zürich;8046;Wehntalerstrasse 551;Indisch;Café, Bar, Indisch, Indisch;k. A.;87;3;4.711214953;Zentrum
123;Coconut Thai Take Away;Muehlegasse 29;4;111;€€ - €€€;Zürich;8001;Kreis 1;3;4.5;4.447826087;both;Coconut Thai Take Away;Yes;;Zürich;8001;Mühlegasse 29;Thailändisch;, Thailändisch;k. A.;115;3;4.417777778;Zentrum
124;Coop Restaurant;Bahnhofstrasse 57;131;1126;€;Zürich;8001;Kreis 1;4;4.2;4.179156722;both;Coop Restaurant;Yes;Europäisch;Zürich;8001;Bahnhofstrasse 57;Restaurant;Europäisch, Restaurant;k. A.;1257;1;4.18018794;Zentrum
125;Coop Restaurant Zurich City Bellevue;Theaterstrasse 18;2;273;;Zürich;8001;Kreis 1;5;4.3;4.305090909;both;Coop Restaurant Zürich Bellevue;Yes;;Zürich;8001;Theaterstrasse 18;Restaurant;, Restaurant;k. A.;275;0;4.301016949;Zentrum
126;Coop Restaurant Zurich Letzipark;Baslerstrasse 50;1;66;;Zürich;8048;Kreis 9;3;2.2;2.211940299;both;Coop Take it Zürich Letzipark;Yes;;Zürich;8048;Baslerstrasse 50;Take Away;, Take Away;Price information not available;67;0;2.679310345;Zentrum
127;Coop Take It Zurich Letzipark;Baslerstrasse 50;2;66;;Zürich;8048;Kreis 9;3;2.2;2.223529412;both;Coop Take it Zürich Letzipark;Yes;;Zürich;8048;Baslerstrasse 50;Take Away;, Take Away;Price information not available;68;0;2.682954545;Zentrum
128;Restaurant Corallo;Weinbergstrasse 117;48;154;€€ - €€€;Zürich;8006;Kreis 6;4.5;4.5;4.5;both;Corallo;Yes;Europäisch, Italienisch, Mediterran;Zürich;8006;Weinbergstrasse 117;Italienisch;Europäisch, Italienisch, Mediterran, Italienisch;Mäßig teuer;202;3;4.477027027;Zentrum
129;Corner 48;Stampfenbachplatz 4;25;103;€€ - €€€;Zürich;8006;Kreis 6;3.5;4.3;4.14375;both;Corner 48;Yes;Asiatisch;Zürich;8006;Stampfenbachplatz 4;Restaurant;Asiatisch, Restaurant;Price information not available;128;3;4.157432432;Zentrum
130;Costa Brava;Limmatstrasse 267;152;336;€€€€;Zürich;8005;Kreis 5;4;4.6;4.413114754;both;Costa Brava;Yes;Europäisch, Mediterran, Meeresfrüchte;Zürich;8005;Limmatstrasse 267;Spanisch;Europäisch, Mediterran, Meeresfrüchte, Spanisch;Price information not available;488;4;4.406496063;Zentrum
131;Cube;Albisriederstrasse 207;11;239;€;Zürich;8047;Kreis 9;3;3.7;3.6692;both;Cube;Yes;;Zürich;8047;Albisriederstrasse 207;Kantine;, Kantine;Mäßig teuer;250;1;3.711851852;Zentrum
132;Cucina Niederdorf;Münstergasse 4;134;279;€€ - €€€;Zürich;8001;Kreis 1;4;4.2;4.135108959;both;Cucina Niederdorf;Yes;Schweizerisch, Italienisch;Zürich;8001;Münstergasse 4;Italienisch;Schweizerisch, Italienisch, Italienisch;Mäßig teuer;413;3;4.140184758;Zentrum
133;Restaurant Curling Center Wallisellen;Zielackerstrasse 28;4;120;€€ - €€€;Zürich;8304;Aglo.;5;4.5;4.516129032;both;Curling Center Wallisellen / Restaurant;Yes;Schweizerisch, Italienisch, Mediterran;Wallisellen;8304;Zielackerstrasse 28;Curlinghalle;Schweizerisch, Italienisch, Mediterran, Curlinghalle;k. A.;124;3;4.478472222;Aglo.
134;Osteria da Biagio;Limmattalstrasse 228;69;465;€€ - €€€;Zürich;8049;Kreis 10;4;4.4;4.348314607;both;Da Biagio;Yes;Italienisch, Mediterran, Pizza;Zürich;8049;Limmattalstrasse 228;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Mäßig teuer;534;3;4.344584838;Zentrum
135;Ristorante Da Carlo;Zürichstrasse 67;82;457;€€ - €€€;Dubendorf;8600;Aglo.;4;4.3;4.254359926;both;Da Carlo;Yes;Italienisch, Mediterran, Pizza;Dübendorf;8600;Zürichstrasse 67;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Mäßig teuer;539;3;4.254025045;Aglo.
136;Sternen Da Guido;Seestrasse 82;49;173;€€ - €€€;Zürich;8002;Kreis 2;3.5;4.2;4.045495495;both;Da Guido;Yes;Italienisch, Mediterran, Pizza;Zürich;8002;Seestrasse 82;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Mäßig teuer;222;3;4.061983471;Zentrum
137;da Michelangelo;Gertrudstrasse 37;199;829;€€ - €€€;Zürich;8003;Kreis 3;4;4.5;4.403210117;both;Da Michelangelo;Yes;Italienisch, Mediterran, Pizza;Zürich;8003;Gertrudstrasse 37;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Mäßig teuer;1028;3;4.40019084;Zentrum
138;Da Pone;Hönggerstrasse 43;15;383;€€ - €€€;Zürich;8037;Kreis 10;4.5;4.7;4.692462312;both;da PONE;Yes;Italienisch, Pizza, Neapolitanisch;Zürich;8037;Hönggerstrasse 43;Italienisch;Italienisch, Pizza, Neapolitanisch, Italienisch;Price information not available;398;3;4.671052632;Zentrum
139;Daizy;Raffelstrasse 28;116;810;€€ - €€€;Zürich;8045;Kreis 3;4.5;4.5;4.5;both;Daizy;Yes;Europäisch, Gesund, Fusion;Zürich;8045;Räffelstrasse 28;Restaurant mit Fusionsküche;Europäisch, Gesund, Fusion, Restaurant mit Fusionsküche;k. A.;926;3;4.494608879;Zentrum
140;Delish - La Pinseria;Marktgasse 15;94;254;€€ - €€€;Zürich;8001;Kreis 1;4;4.1;4.072988506;both;delish - la pinseria;Yes;Café;Zürich;8001;Marktgasse 15;Restaurant;Café, Restaurant;Price information not available;348;3;4.082336957;Zentrum
141;Der wilde Kaiser Wienzeile;Zähringerstrasse 17;3;301;;Zürich;8001;Kreis 1;4.5;4.6;4.599013158;both;Der Wilde Kaiser Wienzeile;Yes;Europäisch, Österreichisch;Zürich;8001;Zähringerplatz 17;Österreichisch;Europäisch, Österreichisch, Österreichisch;k. A.;304;0;4.577160494;Zentrum
142;Didis Frieden;Stampfenbachstrasse 32;725;594;€€€€;Zürich;8006;Kreis 6;4.5;4.7;4.590068234;both;Didi's Frieden;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8006;Stampfenbachstrasse 32;Europäisch;Europäisch, Schweizerisch, Mitteleuropäisch, Europäisch;Teuer;1319;4;4.584914115;Zentrum
143;dieci allo zoo;Zürichbergstrasse 231;198;391;€€ - €€€;Zürich;8044;Kreis 7;3.5;3.8;3.699151104;both;dieci allo zoo Zürich;Yes;Italienisch, Mediterran, Pizza;Zürich;8044;Zürichbergstrasse 231;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Price information not available;589;3;3.717077176;Zentrum
144;dieci Gelateria & Take-Away Zürich;Niederdorfstrasse 40;50;163;€;Zürich;8001;Kreis 1;4;4;4;both;dieci Gelateria & Take-Away Zürich;Yes;Europäisch, Italienisch, Pizza;Zürich;8001;Niederdorfstrasse 40;Italienisch;Europäisch, Italienisch, Pizza, Italienisch;k. A.;213;1;4.021030043;Zentrum
145;dieci Pizza & Pasta Dietlikon;Alte Dübendorferstr.17;74;393;€€ - €€€;Dietlikon;8305;Aglo.;3.5;4.3;4.173233405;both;dieci Pizza&Pasta Dietlikon;Yes;Italienisch, Mediterran, Pizza;Dietlikon;8305;Alte Dübendorferstrasse 17;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;k. A.;467;3;4.176180698;Aglo.
146;Don Leone Waffenplatz;Waffenplatzstrasse 15;210;1054;€€ - €€€;Zürich;8002;Kreis 2;4;4.5;4.41693038;both;Don Leone;Yes;Italienisch, Mediterran, Pizza;Zürich;8002;Waffenplatzstrasse 15;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Price information not available;1264;3;4.414252336;Zentrum
147;Don Leone;Baeckerstrasse 31;391;1301;€€ - €€€;Zürich;8004;Kreis 4;3.5;4.3;4.115130024;both;Don Leone Restaurant Pizza Zürich;Yes;Italienisch, Mediterran, Pizza;Zürich;8004;Bäckerstrasse 31;Italienisch;Italienisch, Mediterran, Pizza, Italienisch;Mäßig teuer;1692;3;4.116647196;Zentrum
148;Dont Worry Eat Curry;Mattengasse 29;46;351;€;Zürich;8005;Kreis 5;4.5;4.5;4.5;both;Don't Worry Eat Curry;Yes;Asiatisch, Indisch, Srilankisch;Zürich;8005;Mattengasse 29;Küche aus Sri Lanka;Asiatisch, Indisch, Srilankisch, Küche aus Sri Lanka;Price information not available;397;1;4.487769784;Zentrum
149;Du Theatre;Dufourstrasse 20;122;237;€€€€;Zürich;8008;Kreis 8;4;4.2;4.132033426;both;Du Théâtre Bar & Restaurant;Yes;Europäisch, Schweizerisch, Japanisch;Zürich;8008;Dufourstrasse 20;Restaurant;Europäisch, Schweizerisch, Japanisch, Restaurant;Teuer;359;4;4.137994723;Zentrum
150;Dupont Brasserie & Bar;Beatenplatz 4;54;425;€€ - €€€;Zürich;8001;Kreis 1;3.5;3.9;3.854906054;both;Dupont - Brasserie & Bar;Yes;Pizza, Bar, Französisch;Zürich;8001;Beatenplatz 4;Brasserie;Pizza, Bar, Französisch, Brasserie;k. A.;479;3;3.870541082;Zentrum
151;eCHo Restaurant;Neumuehlequai 42;458;384;€€ - €€€;Zürich;8006;Kreis 6;4.5;4.4;4.454394299;both;eCHo;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8006;Neumühlequai 42;Schweizerisch;Europäisch, Schweizerisch, Mitteleuropäisch, Schweizerisch;k. A.;842;3;4.449535963;Zentrum
152;Eden Kitchen And Bar;Utoquai 45;25;114;€€€€;Zürich;8008;Kreis 8;4;4.6;4.492086331;both;Eden Kitchen & Bar;Yes;Italienisch, Mediterran, International;Zürich;8008;Utoquai 45;Restaurant;Italienisch, Mediterran, International, Restaurant;k. A.;139;4;4.461006289;Zentrum
153;Edomae;Talstrasse 62;76;393;€€€€;Zürich;8001;Kreis 1;4.5;4.5;4.5;both;Edomae;Yes;Japanisch, Sushi, Meeresfrüchte;Zürich;8001;Talstrasse 62;Japanisch;Japanisch, Sushi, Meeresfrüchte, Japanisch;Price information not available;469;4;4.489570552;Zentrum
154;El Alebrije;Hardstrasse 9;106;413;€€ - €€€;Zürich;8004;Kreis 4;4;4.2;4.159152216;both;El Alebrije;Yes;Mexikanisch, Lateinamerikanisch;Zürich;8004;Hardstrasse 9;Mexikanisch;Mexikanisch, Lateinamerikanisch, Mexikanisch;Price information not available;519;3;4.162337662;Zentrum
155;El Luchador;Konradstrasse 69;136;767;€€ - €€€;Zürich;8005;Kreis 5;4;4.2;4.169878184;both;El Luchador;Yes;Mexikanisch, Lateinamerikanisch;Zürich;8005;Konradstrasse 69;Mexikanisch;Mexikanisch, Lateinamerikanisch, Mexikanisch;Mäßig teuer;903;3;4.171505959;Zentrum
156;Elmira;Limmatstrasse 254;155;123;€€€€;Zürich;8005;Kreis 5;5;4.9;4.955755396;both;elmira;Yes;Europäisch, Schweizerisch, Mitteleuropäisch;Zürich;8005;Limmatstrasse 254;Feinkost Restaurant;Europäisch, Schweizerisch, Mitteleuropäisch, Feinkost Restaurant;Sehr teuer;278;4;4.908053691;Zentrum
157;Epoca By Tristan Brandt;Hitzigweg 15;6;18;;Zürich;8032;Kreis 7;5;5;5;both;epoca by Tristan Brandt;Yes;;Zürich;8032;Hitzigweg 15;Restaurant;, Restaurant;Price information not available;24;0;4.656818182;Zentrum
158;EquiTable AG;Stauffacherstrasse 163;217;276;€€€€;Zürich;8004;Kreis 4;4.5;4.8;4.667951318;both;EquiTable AG;Yes;Europäisch, Schweizerisch, Gesund;Zürich;8004;Stauffacherstrasse 163;Restaurant;Europäisch, Schweizerisch, Gesund, Restaurant;Sehr teuer;493;4;4.651461988;Zentrum
