Name,Country,Year,Price,Rating,Rating Counter,Tastes
"Côte Rôtie AOP Coeur de Combard, Julien Barge 6x 75cl",Frankreich,2022,419.70,4.3,35,"['74.3108%', '70.8108%', '2.36486%', '64.5946%']"
Côte Rôtie AOP La Mouline E. Guigal,Frankreich,2013,299.00,4.6,4808,None
Côte Rôtie AOP La Turque,Frankreich,2013,299.00,4.6,5350,None
Côte Rôtie AOP Lieux-Dits Le Plomb Les Vins de Vienne,Frankreich,2018,69.00,4.2,183,"['80.933%', '66.3827%', '0px', '62.0992%']"
Côte Rôtie AOP Rose Pourpre Gaillard,Frankreich,2018,82.50,4.3,918,"['69.9661%', '66.1144%', '7.11668%', '65.0173%']"
Côtes de Castillon AOC Château d’Aiguilhe,Frankreich,2020,28.50,4.0,11485,None
Côtes de Castillon AOC Château d’Aiguilhe,Frankreich,2017,32.50,4.0,11485,None
Côtes du Rhône AOC Crozes-Hermitage Maison Les Alexandrins,Frankreich,2021,21.95,3.6,614,"['63.6443%', '51.7826%', '3.57971%', '57.1612%']"
Côtes du Rhône AOC Sans Sulfites Ajoutés Mathilde Chapoutier,Frankreich,2021,11.95,3.8,145,"['64.9179%', '43.6793%', '0px', '54.8005%']"
Côtes du Rhône AOP Châteauneuf-du-Pape Amiral G. Château de Vaudieu,Frankreich,2015,95.00,4.5,615,"['80.3435%', '48.0164%', '14.2775%', '43.7412%']"
Côtes du Rhône AOP Syrah Crozes-Hermitage Les Palais Clairmont,Frankreich,2021,16.95,3.7,743,"['60.5384%', '42.5261%', '8.64052%', '41.7533%']"
Côtes du Rhône AOP Syrah Crozes-Hermitage Les Palais Clairmont,Frankreich,2022,16.95,3.7,743,"['60.5384%', '42.5261%', '8.64052%', '41.7533%']"
Côtes-du-Rhône Coudoulet de Beaucastel Perrin,Frankreich,2020,22.50,4.0,19757,None
Côtes du Rhône Séguret AOP Edition Peter Keller Domaine La Garancière Clos Joncuas,Frankreich,2015,23.95,3.8,95,"['70.4709%', '49.6744%', '0px', '59.1948%']"
Crljenak Dalmacija Zlatan Otok,Kroatien,2016,27.50,4.2,1495,"['66.8106%', '48.3621%', '15.9886%', '44.0038%']"
Dão DOC Baga Conciso Tinto Jean Niepoort Vinhos,Portugal,2016,19.80,3.8,1350,"['53.3826%', '56.0477%', '4.92522%', '60.9448%']"
Dao DOC Moreira Olazabal e Borges,Portugal,2015,15.00,3.6,5355,"['44.6119%', '49.6924%', '13.8826%', '51.4919%']"
Dão DOC Taboadella Alfrocheiro Reserva,Portugal,2020,23.50,4.2,991,None
Dão DOC Taboadella Villae Branco,Portugal,2021,15.90,4.1,1609,None
Dão DOC Tinto Reserva Quinta Cabriz,Portugal,2018,16.80,3.7,1828,"['72.6714%', '55.7489%', '4.6335%', '52.0445%']"
Dehesa del Carrizal DO MV,Spanien,2018,15.00,3.8,2449,"['62.1203%', '45.4805%', '18.5725%', '46.6977%']"
Dehesa del Carrizal DO Vino de Pago Cabernet Sauvignon,Spanien,2019,23.00,4.0,2609,"['82.0332%', '59.0355%', '8.95428%', '52.8742%']"
Dehesa del Carrizal DO Vino de Pago Cabernet Sauvignon,Spanien,2014,23.00,4.0,2609,"['82.0332%', '59.0355%', '8.95428%', '52.8742%']"
Dehesa del Carrizal DO Vino de Pago Colleción Privada,Spanien,2018,36.00,4.3,843,None
Dehesa del Carrizal DO Vino de Pago Syrah,Spanien,2018,23.00,4.0,2481,None
Demeter Naturtalent Cabernet Jura Vin de Pays Suisse,Schweiz,2023,17.95,4.3,34,None
DI CO Cabernet Sauvignon Napa Valley,USA,2017,84.95,4.1,224,"['85%', '63.6222%', '0px', '56.9092%']"
Domaine de Chevalier Pessac-Léognan AC Cru Classé,Frankreich,2015,84.95,4.2,25817,None
Domaine de Chevalier Pessac-Léognan Classé AOC,Frankreich,2016,92.50,4.2,25817,None
Domaine de Chevalier Pessac-Léognan Classé AOC,Frankreich,2018,99.00,4.2,25817,None
Domaine de Chevalier Pessac-Léognan Classé AOC,Frankreich,2020,74.95,4.2,25817,None
Douro Comboio do Vesuvio Symington,Portugal,2019,14.95,4.0,1247,"['62.7542%', '47.8417%', '26.7599%', '41.0082%']"
Douro DOC Batuta Niepoort,Portugal,2016,72.50,4.3,7169,"['73.2994%', '57.2044%', '9.94915%', '47.3084%']"
Douro DOC Fabelhaft Reserva Niepoort,Portugal,2018,19.95,3.8,494,"['82.2242%', '64.1327%', '6.46928%', '51.5866%']"
Douro DOC Fabelhaft Reserva Niepoort,Portugal,2020,19.95,3.8,494,"['82.2242%', '64.1327%', '6.46928%', '51.5866%']"
Douro DOC Mirabilis Quinta Nova de Nossa Senhora do Carmo Grande Reserva,Portugal,2019,149.90,4.4,1625,"['83.5166%', '60.6975%', '13.5199%', '45.5392%']"
Douro DOC Quinta de Valbom Tinto,Portugal,2015,23.50,4.1,1782,"['75.2059%', '57.0188%', '8.73889%', '44.4263%']"
Douro DOC Quinta de Valbom Vinhas Velhas,Portugal,2016,42.60,4.2,40,"['52.7359%', '42.0846%', '24.6026%', '46.3308%']"
Douro DOC Quinta Nova Unoaked,Portugal,2022,14.95,4.1,16901,None
Douro DOC Quinta Nova Vinha Centenaria Ref P28/P21,Portugal,2018,110.00,4.5,253,"['85%', '57.3695%', '4.30428%', '40.108%']"
Douro DOC Vertente Niepoort,Portugal,2017,22.50,3.9,9293,"['71.0004%', '51.1347%', '12.2193%', '44.9659%']"
Douro DOC Vertente Niepoort,Portugal,2019,22.50,3.9,9293,"['71.0004%', '51.1347%', '12.2193%', '44.9659%']"
Echezeaux Grand Cru 6x 75cl,Frankreich,2023,1'254.00,4.7,6539,"['41.8587%', '31.2731%', '17.9282%', '68.7284%']"
Etna DOC Fedegraziani Federico Graziani,Italien,2019,24.00,3.8,1129,"['74.893%', '45.2292%', '15.3862%', '38.5287%']"
Etna DOC Profumo di Vulcano Federico Graziani,Italien,2016,75.00,4.2,636,"['69.4133%', '45.7833%', '23.1074%', '35.7381%']"
Etna DOC Profumo di Vulcano Federico Graziani,Italien,2019,75.00,4.2,636,"['69.4133%', '45.7833%', '23.1074%', '35.7381%']"
Etna DOC Rosso Lenza di Munti Nicosia,Italien,2019,16.50,3.6,1892,"['61.7322%', '43.9657%', '20.5873%', '42.1143%']"
Etna Rosso DOC Nerello Mascalese Sentiero delle Gerle Mandrarossa,Italien,2019,22.50,3.8,683,"['62.0613%', '46.7373%', '23.9594%', '38.7607%']"
Faugères AOC Mas Gabinèle,Frankreich,2021,24.95,3.8,2282,"['64.318%', '54.3339%', '17.8539%', '58.7273%']"
Faugères AOC Réserve Moulin d'Or,Frankreich,2019,8.95,3.2,126,"['67.6222%', '64.5%', '0px', '65.0556%']"
Faugères AOP Inaccessible Mas Gabinèle,Frankreich,2016,94.95,3.8,2282,"['64.318%', '54.3339%', '17.8539%', '58.7273%']"
Fine Food Toscana IGT Geminus Teruzzi,Italien,2019,23.50,3.9,168,"['46.5599%', '52.0669%', '0px', '45.0176%']"
Fitou AOP Château de Segure,Frankreich,2021,9.95,3.7,2407,"['63.6139%', '55.3114%', '4.22514%', '59.6584%']"
Fixin 1er Cru Clos du Chapitre Monopole 6x 75cl,Frankreich,2023,255.00,4.1,805,"['47.3254%', '37.0716%', '8.0296%', '74.6515%']"
Free From Bio-Pays d'Oc IGP Cabernet Sauvignon Naturae Gérard Bertrand,Frankreich,2023,6.95,3.5,2253,"['59.438%', '49.9058%', '12.3093%', '57.1751%']"
Friularo DOC Riserva Bagnoli,Italien,2011,24.50,4.1,463,"['69.5699%', '46.0075%', '19.1318%', '28.67%']"
Friuli Colli Orientali DOP Refosco Vidussi,Italien,2021,12.70,3.3,209,"['61.7865%', '43.8132%', '8.80541%', '25.9216%']"
Galia Viñas de el Regajal,Spanien,2016,49.00,4.2,1641,"['64.585%', '42.5552%', '9.85331%', '45.0824%']"
Galice Mencia Cuatro Pasos Black,Spanien,2020,19.90,3.8,2549,"['57.5526%', '43.4234%', '9.15108%', '60.3553%']"
Genève AOC Assemblage Noir Divin Domaine du Paradis,Schweiz,2021,20.95,3.8,480,None
Genève AOC Gamaret La clémence Cave de Genève,Schweiz,2021,19.95,3.5,408,None
Genève AOC Gamay Domaine des Alouettes,Schweiz,2022,11.50,3.3,50,"['17.5%', '0px', '0px', '80%']"
Genève AOC Gamay Domaine du Paradis,Schweiz,2022,8.50,3.2,186,"['17.5%', '0px', '0px', '76.9811%']"
Genève AOC Gamay Feuille d'Or,Schweiz,2021,9.95,2.8,29,"['17.5%', '0px', '0px', '80%']"
Genève AOC Merlot Barrique Domaine des Charmes,Schweiz,2022,25.95,3.8,82,"['45.1974%', '36.5965%', '0px', '51.6667%']"
Genève AOC Pinot Noir 1er Cru Domaine de Beauvent,Schweiz,2021,14.95,3.7,32,"['3.82353%', '23.1985%', '0px', '76.5441%']"
Genève AOC Pinot Noir Domaine du Paradis,Schweiz,2021,13.50,3.4,147,"['0px', '22.3467%', '0px', '76.7367%']"
Genève AOC Pinot Noir Feuille D'Or La Cave de Genève,Schweiz,2022,12.95,4.0,26,"['0px', '12.6923%', '12.3077%', '65.5769%']"
Genève AOC Pinot Noir Feuille D'Or La Cave de Genève,Schweiz,2021,12.95,4.0,26,"['0px', '12.6923%', '12.3077%', '65.5769%']"
Geschenkbox 2x75cl Brunello di Montalcino DOCG Castel Giocondo Marchesi de'Frescobaldi,Italien,2016,99.00,4.3,59830,"['48.4157%', '57.4055%', '6.65578%', '64.1591%']"
Geschenkbox 2x75cl Brunello di Montalcino DOCG Castel Giocondo Marchesi de'Frescobaldi,Italien,2017,99.00,4.3,59830,"['48.4157%', '57.4055%', '6.65578%', '64.1591%']"
Geschenkbox 2x75cl Rioja Imperial Cvne Gran Reserva DOCa 2014,Spanien,,99.95,4.1,2148,"['64.1791%', '58.6241%', '7.39323%', '59.8281%']"
Geschenkbox 3x75cl Vinos de Pueblo Ribera del Duero DO Legaris,Spanien,,90.00,4.2,237,"['72.7782%', '65.3976%', '8.62989%', '48.5761%']"
Geschenkbox 3x75cl Vinos de Pueblo Ribera del Duero DO Legaris,Spanien,2017,90.00,4.2,237,"['72.7782%', '65.3976%', '8.62989%', '48.5761%']"
Gevrey-Chambertin 1er Cru Clos Saint-Jacques Domaine Louis Jadot 6x 75cl,Frankreich,2023,1'170.00,4.2,1427,"['45.1554%', '33.4139%', '8.35291%', '73.4195%']"
Gevrey-Chambertin 1er Cru les Estournelles Saint-Jacques 6x 75cl,Frankreich,2023,569.70,4.2,72,"['43.9929%', '26.1786%', '0px', '69.7572%']"
Gevrey-Chambertin Clos des Meix des Ouches Monopole 6x 75cl,Frankreich,2023,381.00,4.2,36,"['50.6539%', '40%', '16.875%', '72.6827%']"
"Gigondas AOP Confidentiel, Montirius 6x 75cl",Frankreich,2022,255.00,4.0,494,"['63.2089%', '52.3792%', '7.04047%', '53.7923%']"
"Gigondas AOP Le Brut du Foudre, Cave Gigondas 6x 75cl",Frankreich,2022,149.70,4.1,1528,"['64.898%', '61.5612%', '28.9592%']"
"Gigondas AOP Les Hauts de Montmirail, Brusset 6x 75cl",Frankreich,2022,149.70,4.1,1654,"['65.5467%', '48.485%', '9.54583%', '52.4619%']"
Gigondas AOP Les Hauts de Montmirail Brusset,Frankreich,2018,34.95,4.1,1654,"['65.5467%', '48.485%', '9.54583%', '52.4619%']"
Gigondas AOP Les Hauts de Montmirail Brusset,Frankreich,2020,34.95,4.1,1654,"['65.5467%', '48.485%', '9.54583%', '52.4619%']"
Gigondas AOP Les Secrets de Montmirail Domaine Brusset 6x 75cl,Frankreich,2022,255.00,4.2,306,"['67.7242%', '42.6324%', '10.8836%', '47.0582%']"
Givry 1er Cru Champs Nalot Sarrazin Michel et Fils 6x 75cl,Frankreich,2023,159.00,3.8,980,"['32.8895%', '24.0689%', '7.05361%', '63.6554%']"
Gold Rush Red Bourbon Barrel-aged 1000 Stories California,USA,2021,22.50,3.9,7032,"['85%', '49.213%', '12.1523%', '60.6241%']"
Grands-Echezeaux Grand Cru 3x 75cl,Frankreich,2023,885.00,4.7,6539,"['41.8587%', '31.2731%', '17.9282%', '68.7284%']"
Grange South Australia Penfolds,Australien,2012,530.00,4.7,26053,"['85%', '48.4823%', '20.1445%', '43.7151%']"
Haut-Médoc AC Château Clément Pichon,Frankreich,2020,27.50,3.9,5198,None
Haut-Médoc AC Château Clément Pichon 6x 75cl,Frankreich,2022,119.70,3.9,5198,None
Haut-Médoc AC Château Fleur la Mothe,Frankreich,2020,16.95,3.6,52,"['74.2935%', '85%', '0px', '80%']"
Haut-Médoc AC Château Fleur la Mothe 6x 75cl,Frankreich,2022,83.70,3.6,52,"['74.2935%', '85%', '0px', '80%']"
Haut-Médoc AOC 4ème Cru Classé Château La Tour Carnet,Frankreich,2020,43.50,4.0,20919,None
Herdade Aldeia de Cima Reserva,Portugal,2018,22.50,4.0,1130,"['59.8285%', '45.2321%', '19.6879%', '46.4741%']"
"Hermitage AOP Le Pavillon, Chapoutier",Frankreich,2019,279.00,4.5,3935,None
"Hermitage AOP Le Pavillon, Chapoutier",Frankreich,2013,199.00,4.5,3935,None
Hermitage AOP Yann Chave,Frankreich,2014,64.95,3.9,6329,"['65.4537%', '49.5307%', '5.69131%', '46.3894%']"
Insignia Joseph Phelps Napa Valley,USA,2019,230.00,4.6,32689,None
Irpinia Aglianico dal Re Feudi di San Gregorio,Italien,2016,19.90,3.6,1634,"['76.0508%', '49.0548%', '18.0463%', '42.0425%']"
Irpinia DOC Aglianico Neromora Vinosia,Italien,2019,12.95,3.8,3479,"['76.8174%', '45.3391%', '28.6902%', '28.6327%']"
Irpinia DOC Rubrato Feudi di San Gregorio,Italien,2018,15.90,3.6,11160,"['79.4284%', '47.2787%', '23.3227%', '33.9277%']"
Irpinia DOC Serpico Feudi di San Gregorio,Italien,2013,49.00,4.1,4506,None
Isola dei Nuraghi Rosso IGT Padres Deaddis,Italien,2018,18.95,4.0,252,"['64.9328%', '42.1748%', '29.9731%', '38.716%']"
Joseph Phelps Cabernet Sauvignon Napa Valley,USA,2019,69.00,4.4,30612,"['85%', '51.7295%', '9.81437%', '50.8423%']"
Kampanien Aglianico Irpinia DOC Mastroberardino,Italien,2020,18.00,3.8,2639,"['79.775%', '46.8598%', '24.0851%', '35.5039%']"
Kampanien DOC Feudi di San Gregorio Campanaro,Italien,2018,33.00,3.9,2051,"['58.4231%', '10.6934%', '42.5948%']"
Kampanien IGT Merlot Feudi di San Gregorio Patrimo,Italien,2013,99.00,4.2,1960,"['82.9314%', '43.9976%', '29.8538%', '27.2138%']"
Kékfrankos Tüzkö Estate Ungarn,Ungarn,2019,7.95,3.6,678,"['44.3338%', '61.4987%', '7.90464%', '76.9987%']"
L'Eglise-Clinet Pomerol AC,Frankreich,2018,325.00,4.4,3765,None
L'Eglise-Clinet Pomerol AC,Frankreich,2020,339.00,4.4,3765,None
L'Eglise-Clinet Pomerol AC 3x 75cl,Frankreich,2022,963.00,4.4,3765,None
La Côte AOC Château d`Allaman,Schweiz,2021,14.95,3.5,460,None
La Côte AOC Château d`Allaman,Schweiz,2022,8.95,3.5,460,None
La Côte AOC Château d`Allaman,Schweiz,2021,8.95,3.5,460,None
La Côte AOC Gamay Parcelle 982 Nature Domaine de la Ville,Schweiz,2022,23.95,3.7,168,"['23.8192%', '5%', '0px', '73.4255%']"
La Côte AOC Soprano Pinot Noir Vieilles Vignes Domaine de Chantegrive,Schweiz,2022,19.95,3.8,56,"['2.51923%', '17.5%', '1.72115%', '79.6667%']"
Ladoix 1er Cru les Basses Mourottes,Frankreich,2019,42.50,4.0,305,"['35.7584%', '25.6077%', '1.57678%', '64.1517%']"
La Mancha DO Crianza Único Finca Antigua,Spanien,2018,11.00,3.7,766,"['65.7526%', '44.9168%', '8.12909%', '40.2106%']"
Langhe DOC Nebbiolo Argo Villadoria,Italien,2022,9.95,3.6,671,"['66.5221%', '76.9172%', '0px', '84.603%']"
Langhe DOC Nebbiolo Tenuta Cucco,Italien,2022,19.95,3.7,869,"['62.2139%', '78.7504%', '2.73409%', '83.9406%']"
Langhe Nebbiolo DOC Angelin Angelo Negro,Italien,2021,19.50,3.8,3968,"['61.9811%', '80.3314%', '0px', '83.6695%']"
Languedoc AOP Art de Vivre rouge G. Bertrand,Frankreich,2015,12.95,3.9,2099,"['57.8313%', '50.2611%', '11.205%', '56.006%']"
Languedoc IGP Cabernet Sauvignon-Syrah Union de Producteurs de Cruzy,Frankreich,2021,11.90,3.5,74,"['66.8421%', '65.7171%', '12.625%', '65.829%']"
La Pilosa Herència Altés,Spanien,2017,20.00,3.9,811,"['52.4294%', '42.4199%', '9.2197%', '46.5365%']"
Lauvaux AOC Saint-Saphorin Rocalis Domaine Bovy,Schweiz,2020,15.95,3.6,231,"['23.5907%', '11.7746%', '54.1797%']"
Lauvaux AOC Saint-Saphorin Rocalis Domaine Bovy,Schweiz,2021,15.95,3.6,231,"['23.5907%', '11.7746%', '54.1797%']"
Lavaux AOC Coup de l'Etrier rouge,Schweiz,2022,18.50,3.7,207,None
Lavaux AOC Gamay Plant-Robert Dizerens,Schweiz,2022,16.50,3.9,88,"['17.5%', '0px', '0px', '80%']"
Lavaux AOC Gamay Plant-Robert Dizerens,Schweiz,2023,16.50,3.9,88,"['17.5%', '0px', '0px', '80%']"
Lavaux AOC Saint-Saphorin Rouge J. & M. Dizerens,Schweiz,2021,16.95,3.5,43,None
Lavaux AOC Saint-Saphorin Rouge J. & M. Dizerens,Schweiz,2022,16.95,3.5,43,None
Lavaux Vin de Pays Dizerens,Schweiz,2022,13.95,3.6,7620,None
Lavaux Vin de Pays Dizerens,Schweiz,2021,13.95,3.6,7620,None
Lazio IGP Syrah Fattoria Tellus Falesco,Italien,2020,15.00,3.7,18795,"['48.101%', '38.3558%', '10.2829%', '44.5906%']"
Lazio IGT Poggio Le Volpi Roma Edizione Limitata,Italien,2015,44.00,4.1,744,"['70.6255%', '48.4901%', '25.4561%', '32.3621%']"
Legaris Crianza Ribera del Duero DO,Spanien,2019,19.10,3.8,15456,None
Les Cailloux Bordeaux Supérieur AC Château Penin,Frankreich,2017,14.50,3.9,864,None
Les Dailles Dôle de Salquenen AOC,Schweiz,2022,7.50,3.4,1997,"['12.5218%', '20.739%', '5.98163%', '73.4153%']"
Limoux AOC La Capitelle de Baronarques,Frankreich,2015,19.95,3.8,948,"['67.7921%', '62.9446%', '6.79932%', '64.1931%']"
Luce della Vite Frescobaldi Toscana IGT,Italien,2017,123.00,4.0,35,None
Luce della Vite Frescobaldi Toscana IGT,Italien,2018,123.00,4.0,35,None
Magnum Bagnoli DOC Friularo Ambasciatore,Italien,2017,42.50,4.0,9294,"['64.9998%', '40.2215%', '27.3789%', '28.5551%']"
Magnum Burgenland Qualitätswein Cuvée Reserve Big John Scheiblhofer,Österreich,2020,44.00,4.1,14730,None
Magnum Cadillac Côtes de Bordeaux AOC Château de Ricaud,Frankreich,2016,24.50,3.7,4261,None
Magnum Cannonau di Sardegna Riserva DOC Sella & Mosca,Italien,2020,32.00,3.7,26077,"['65.4014%', '42.3526%', '1.53145%', '47.1809%']"
Magnum Châteauneuf-du-Pape AOP Château La Nerthe,Frankreich,2018,109.95,4.2,24451,None
Magnum Château Puech-Haut Prestige,Frankreich,2020,42.00,4.0,10734,"['66.7825%', '54.4994%', '9.03713%', '61.1653%']"
Magnum Château Sénéjac Haut-Médoc,Frankreich,2018,39.95,3.8,10765,None
Magnum Corton les Hautes-Mourottes Grand Cru,Frankreich,2023,133.00,4.4,31,"['27.4071%', '16.9857%', '0px', '68.0571%']"
Magnum Côtes-de-Bourg AOC Chateau Moulin Eyquem,Frankreich,2019,22.50,3.7,477,"['66.7398%', '58.1184%', '9.09576%', '68.2003%']"
Magnum Côtes-du-Rhône AOC E. Guigal,Frankreich,2020,29.95,3.7,83348,"['65.0311%', '47.9629%', '6.09714%', '53.0201%']"
Magnum Dehesa del Carrizal DO Petit Verdot,Spanien,2016,52.00,4.1,1589,"['63.3249%', '47.4017%', '15.5256%', '47.7832%']"
Magnum Douro DOC Fabelhaft Niepoort,Portugal,2019,35.00,3.7,18853,"['79.2556%', '53.4931%', '9.54613%', '44.9907%']"
Magnum Edizione 18 Cinque Autoctoni VdT Fantini Farnese,Italien,,62.95,4.3,438,"['70.8831%', '36.2698%', '23.6308%', '52.1073%']"
Magnum La Cuvée Mythique Vin de Pays d'Oc,Frankreich,2020,28.95,2.8,11,None
Magnum La Cuvée Mythique Vin de Pays d'Oc,Frankreich,2021,28.95,2.8,11,None
Magnum La Mancha DO Finca Antigua Crianza Único,Spanien,2016,29.00,3.7,766,"['65.7526%', '44.9168%', '8.12909%', '40.2106%']"
Magnum La Mancha DO Tempranillo Crianza Finca Antigua,Spanien,2019,28.00,3.6,2797,"['75.4203%', '55.4589%', '8.55478%', '36.4273%']"
Magnum Legaris Crianza Ribera del Duero DO,Spanien,2020,37.45,3.8,15456,None
Magnum Mallorca 12 Volts 4kilos vinicola,Spanien,2016,55.00,3.9,8742,"['57.084%', '40.3669%', '10.8779%', '45.2305%']"
Magnum Mallorca 12 Volts 4kilos vinicola,Spanien,2018,55.00,3.9,8742,"['57.084%', '40.3669%', '10.8779%', '45.2305%']"
Magnum Nuits-Saint-Georges 1er Cru Clos des Argillières,Frankreich,2023,149.00,4.1,987,"['42.1522%', '32.1884%', '10.6319%', '74.0147%']"
Magnum Ribera del Duero DO Conde de San Cristóbal,Spanien,2019,49.95,3.9,14260,"['63.9522%', '50.9235%', '12.3634%', '54.4953%']"
Magnum Rioja Faustino I Gran Reserva DOCa Etui,Spanien,2011,49.95,4.1,92276,"['61.9754%', '58.0479%', '8.25273%', '59.6461%']"
Magnum Rocca Guicciarda Chianti classico Riserva DOCG Ricasoli,Italien,2019,37.50,3.8,21095,"['45.2037%', '55.8096%', '5.96151%', '62.8577%']"
Magnum Rocca Guicciarda Chianti classico Riserva DOCG Ricasoli,Italien,2020,37.50,3.8,21095,"['45.2037%', '55.8096%', '5.96151%', '62.8577%']"
Magnum Ticino DOC Merlot Quattromani,Schweiz,2019,125.00,4.3,4370,"['62.6261%', '45.0879%', '15.003%', '45.7048%']"
Magnum Toro DO San Román Bodegas y Viñedos,Spanien,2017,97.00,4.3,21873,None
Magnum Toscana IGT Centine Banfi,Italien,2020,25.00,3.7,21939,"['45.3991%', '37.7724%', '6.76939%', '45.3874%']"
Magnum Toscana IGT Rosso Villa Antinori,Italien,2021,39.50,3.8,123278,"['47.7876%', '40.2676%', '10.0666%', '49.0752%']"
Magnum Vacqueyras AOP Beaumirail Cave de Gigondas,Frankreich,2019,39.95,3.8,2473,"['66.0651%', '43.5182%', '6.27455%', '51.3322%']"
Magnum Vacqueyras AOP Beaumirail Cave de Gigondas,Frankreich,2020,39.95,3.8,2473,"['66.0651%', '43.5182%', '6.27455%', '51.3322%']"
Magnum Valais AOC Leon Assemblage Rouge,Schweiz,2021,39.95,4.1,1232,None
Magnum Valais AOC Pinot Noir Hurlevent,Schweiz,2019,34.95,3.0,10,None
Magnum Valais AOC Pinot Noir Hurlevent,Schweiz,2021,34.95,3.0,10,None
Magnum Valais AOC Rouge d'Enfer Maître de Chais Provins,Schweiz,2021,59.95,3.9,903,None
Magnum Vaud AOC L'As de Coeur Assemblage Rouge,Schweiz,2021,24.95,3.5,1419,None
Magnum Verona IGT Campofiorin Masi Agricola,Italien,2020,32.50,3.7,74701,"['63.9897%', '38.372%', '18.2803%', '27.6066%']"
Magnum Volnay 1er Cru Clos des Chênes,Frankreich,2023,135.00,4.1,2351,"['36.7311%', '26.9355%', '3.79662%', '62.9729%']"
Magnum Vosne-Romanée 1er Cru Les Malconsorts,Frankreich,2023,379.00,4.2,202,"['45.3039%', '34.8944%', '13.185%', '72.6617%']"
Malans AOC Pinot Noir Weingut Von Salis,Schweiz,2021,21.50,3.9,534,"['4.45405%', '20.2554%', '12.753%', '77.628%']"
Malbec Argentinia Gran Reserva Finca El Origen,Argentinien,2019,17.50,3.9,2940,"['66.9538%', '29.9213%', '18.4692%', '35.2825%']"
Malbec Mendoza Argentina Bodega Septima,Argentinien,2021,14.50,3.4,30540,"['62.0843%', '25.9984%', '18.9675%', '36.9385%']"
Mallorca Callet 4Kilos Vinicola,Spanien,2019,49.00,3.6,512,"['30.1488%', '29.9225%', '15.5916%', '46.0753%']"
Mallorca Can Xanet Cumas Tramuntana,Spanien,2016,45.00,3.8,224,"['54.6606%', '37.5135%', '4.21823%', '41.807%']"
