Name,Country,Year,Price,Rating,Rating Counter,Tastes
Rioja DOCa Reserva Ondarre,Spanien,2022,9.95,3.9,24815,"['63.9008%', '60.6697%', '7.2376%', '60.1683%']"
Coop Fine Food Toscana IGT Geminus Teruzzi,Italien,2020,23.50,3.9,168,"['46.5599%', '52.0669%', '0px', '45.0176%']"
Côtes de Provence AOP Tradition Rosé Château Reillanne,Frankreich,2023,8.95,3.9,68,"['30.2357%', '8.76072%', '61.7691%']"
Château La Gurgue Margaux AOC,Frankreich,2018,24.35,3.9,3792,None
Valais AOC Syrah Cayas Jean-René Germanier,Schweiz,2021,39.95,3.8,3061,"['64.5458%', '58.5149%', '8.73389%', '55.6124%']"
Franciacorta DOCG Brut alla Moda Monzio Compagnoni,Italien,,15.95,3.8,835,None
Vacqueyras AOC Beaumiral Cave de Gigondas,Frankreich,2022,9.95,3.7,506,"['66.7978%', '53.6152%', '2.15273%', '50.7082%']"
Bordeaux supérieur AOC Baron Eugène Haussmann,Frankreich,2020,5.95,3.5,5886,"['60.3604%', '52.4116%', '12.9566%', '56.7714%']"
Naturaplan Bio Château Gombaude-Guillot Pomerol L'école Famille Laval,Frankreich,2019,47.50,4.3,3404,"['74.7643%', '50.2031%', '5.35638%', '52.2332%']"
Naturaplan Bio-Côtes du Roussillon AOP John Wine Cazes,Frankreich,2022,8.70,3.6,329,"['64.0636%', '57.7696%', '5.95957%', '64.5326%']"
Pays d'Oc IGP Rosé Syrah La Sensuelle,Frankreich,2023,3.65,3.5,241,"['40.6482%', '8.54938%', '56.2346%']"
Château du Glana Saint-Julien AC,Frankreich,2018,24.95,3.9,9300,None
Côtes de Provence AOP Rosé Estandon Tradition,Frankreich,2023,7.95,3.7,124,"['34.3409%', '0px', '64.5795%']"
Vin de Pays Roman Rouge Apologia,Schweiz,2022,13.95,3.6,2075,None
"Châteauneuf-du-Pape AOP, Mémora",Frankreich,2021,26.95,4.3,786,"['85%', '34.8191%', '0px', '44.2786%']"
Priorat DOQ Ritme Acustic Celler,Spanien,2021,13.95,3.9,8229,"['84.5273%', '48.659%', '10.0506%', '53.3574%']"
Alsace AOC Mont Saint Georges Domaine Robert Roth,Frankreich,2018,15.75,4.2,26,None
Rioja DOCa Reserva Ondarre,Spanien,2019,9.95,3.9,24815,"['63.9008%', '60.6697%', '7.2376%', '60.1683%']"
Loco Mendoza Torrontés,Argentinien,2023,5.95,3.6,155,"['55.1346%', '0px', '56.5064%']"
Piazzo Moscato d'Asti DOCG,Italien,2023,6.95,4.1,2118,"['31.3915%', '34.7101%', '0px']"
Mauler Cuvée Excellence Brut Millésime,Schweiz,2016,28.45,4.1,156,None
Naturaplan Bio Languedoc-Roussillon Cap au Sud Domaine Cazes,Frankreich,2021,7.50,3.5,4294,"['61.9854%', '51.8081%', '10.7423%', '55.7671%']"
Ribera del Duero DO Pruno Finca Villacreces,Spanien,2020,12.70,3.8,39292,None
Ribera del Duero DO Tempranillo Roble Nebla Vicente Gandia,Spanien,2022,6.70,3.1,182,"['67.5%', '62.2235%', '0px', '67.9546%']"
Rioja Reserva DOCa Viña Real,Spanien,2017,12.65,3.8,12425,"['61.8051%', '60.4174%', '9.72134%', '61.2952%']"
Sparkling Shiraz Barossa Valley Schild Estate brut,Australien,2017,20.95,3.8,768,"['47.6921%', '42.7105%', '21.5576%']"
Geschenkbox 2x75cl Sicilia DOC Noto Rosso Zisola & Sicilia DOC Doppiozeta Noto Rosso Zisola,Italien,,44.25,4.0,3457,"['71.0102%', '42.0743%', '22.1956%', '35.2587%']"
Château Rol Valentin Saint-Emilion AOC Grand Cru,Frankreich,2018,32.95,4.1,3751,"['73.2885%', '52.2959%', '14.2549%', '50.5699%']"
Babić Dalmatian Ego Fjaka Galić,Kroatien,2021,12.50,3.9,155,"['67.5%', '49.2308%', '0px', '42.5%']"
Cabernet Sauvignon California Founders' Estate Beringer 6x 75cl,USA,2020,49.50,3.7,39181,"['85%', '52.7225%', '13.9572%', '42.781%']"
Ribera del Duero DO Prima,Spanien,2021,11.20,3.6,5402,"['59.741%', '56.9138%', '14.9442%', '59.6262%']"
"Cafe de Paris, Wine Seltzer Holunder",Frankreich,,2.10,3.3,1353,"['33.6759%', '62.0324%', '54.3194%']"
Eiswein Richter,Deutschland,2009,44.95,4.4,126,None
Château Pey La Tour Bordeaux AOC,Frankreich,2021,6.95,3.5,11224,"['63.9309%', '55.4998%', '4.85544%', '61.9239%']"
Red Blend Clancy's Peter Lehmann,Australien,2017,8.75,3.6,7376,"['77.694%', '47.7018%', '20.1441%', '41.2907%']"
Ribera del Duero DO Tempranillo Roble Pata Negra,Spanien,2022,6.70,3.5,231,"['54.7243%', '62.0093%', '8.01852%', '52.5432%']"
Douro DOC Fabelhaft Branco Niepoort,Portugal,2021,10.95,3.4,1332,"['36.7711%', '1.31575%', '64.1465%']"
Neuchâtel AOC Oeil de Perdrix Château d'Auvernier,Schweiz,2023,14.20,3.8,1309,None
Vranac Amanet Vinarija Aleksic,Serbien,2019,13.95,4.0,571,None
Rioja DOCa White Art Collection Bodegas Faustino,Spanien,2023,6.95,3.7,1524,"['54.3466%', '53.6659%', '15.5802%', '55.2377%']"
Valencia DO Rosado el Miracle,Spanien,2022,6.95,3.4,135,"['50%', '4.95715%', '45%']"
Châteauneuf-du-Pape AOP Cuvée Château des Fines Roches,Frankreich,2016,34.95,4.1,10585,"['81.6669%', '35.808%', '5.34764%', '40.9501%']"
Naturaplan Bio Haut-Médoc Château Micalet,Frankreich,2021,14.95,3.8,1052,"['71.9807%', '74.435%', '7.35429%', '73.328%']"
Ribera del Duero DO Conde de San Cristóbal,Spanien,2019,16.45,3.9,14260,"['63.9522%', '50.9235%', '12.3634%', '54.4953%']"
Waadt Cuvée Murat Le Clos de Céligny,Schweiz,2018,15.70,3.8,43,None
Valdo Garda DOC Spumante Brut,Italien,,6.95,3.9,2977,"['33.907%', '47.7505%', '61.0199%']"
Ribera del Duero DO Crianza Pesquera,Spanien,2020,18.70,4.0,60625,None
Peloponnese PGI Rosé Peplo Domaine Skouras,Griechenland,2022,12.65,3.7,1341,None
Bordeaux supérieur AOC Baron Eugène Haussmann,Frankreich,2021,5.95,3.5,5886,"['60.3604%', '52.4116%', '12.9566%', '56.7714%']"
Weinviertel DAC Grüner Veltliner Hund Pfaffl,Österreich,2021,11.95,3.8,3652,"['26.2376%', '9.26189%', '62.3685%']"
Coteaux Languedoc AOC clos des Nines,Frankreich,2022,11.95,3.7,49,"['64.1059%', '51.1618%', '24.5853%', '53.5559%']"
Red Blend Clancy's Peter Lehmann,Australien,2019,8.75,3.6,7376,"['77.694%', '47.7018%', '20.1441%', '41.2907%']"
Franciacorta DOCG Chardonnay Satèn Pietraluce,Italien,,22.95,3.9,25,"['56.1923%', '60.8846%', '63%']"
Côteaux d'Aix en Provence AOP Vallon d'Escale Rosé Domaine de la Cadenière,Frankreich,2022,10.45,4.0,55,"['26.9388%', '0px', '68.2653%']"
Moulin-à-Vent AOP Les Michelots,Frankreich,2022,7.95,3.3,534,"['6.19958%', '17.5882%', '7.76156%', '72.5693%']"
Rioja DOCa Reserva In the Name of Wine Bodegas Faustino,Spanien,2018,12.50,4.0,1133,"['52.9424%', '46.5179%', '6.20104%', '47.1602%']"
Graves AOC Blanc Château Les Clauzots,Frankreich,2022,8.75,3.7,328,"['62.9129%', '4.57014%', '48.2511%']"
Château Fleur la Mothe Haut-Médoc AC,Frankreich,2014,11.70,3.6,52,"['74.2935%', '85%', '0px', '80%']"
"Châteauneuf-du-Pape AOP, Mémora",Frankreich,2022,26.95,4.3,786,"['85%', '34.8191%', '0px', '44.2786%']"
Château Paloumey Haut-Médoc AC,Frankreich,2017,14.95,3.9,6102,"['72.2652%', '72.9669%', '5.54017%', '73.2951%']"
Côte-Rôtie AOC Brune et Blonde,Frankreich,2020,59.95,4.0,1923,"['71.098%', '69.9155%', '8.40067%', '63.5554%']"
Fine Food Toscana IGT Geminus Teruzzi,Italien,2019,23.50,3.9,168,"['46.5599%', '52.0669%', '0px', '45.0176%']"
Free From Bio-Pays d'Oc IGP Cabernet Sauvignon Naturae Gérard Bertrand,Frankreich,2023,6.95,3.5,2253,"['59.438%', '49.9058%', '12.3093%', '57.1751%']"
Legaris Crianza Ribera del Duero DO,Spanien,2019,19.10,3.8,15456,"['66.2306%', '57.0645%', '12.8319%', '61.3341%']"
Magnum Legaris Crianza Ribera del Duero DO,Spanien,2020,37.45,3.8,15456,"['66.2306%', '57.0645%', '12.8319%', '61.3341%']"
Médoc AOC Cru Bourgeois Château Laffitte Laujac,Frankreich,2021,9.95,3.6,6327,"['69.4879%', '72.8185%', '2.63008%', '73.3591%']"
Minervois La Livinière AOP Les Planels Château Maris,Frankreich,2021,19.95,4.0,2441,"['66.5858%', '57.0332%', '10.8958%', '62.4563%']"
Naturaplan Bio Côtes du Roussillon AOP John Wine Cazes,Frankreich,2023,8.70,3.6,329,"['64.0636%', '57.7696%', '5.95957%', '64.5326%']"
Naturaplan Bio Rioja DOCa Reserva Señorio de Arriezu,Spanien,2016,11.95,3.6,898,"['64.7394%', '60.096%', '10.7911%', '60.8018%']"
Naturaplan Bio Tempranillo Tres Reyes,Spanien,2021,6.65,3.8,3152,"['62.2011%', '36.375%', '13.4036%', '44.079%']"
Primitivo del Salento IGT Torcicoda Tormaresca,Italien,2021,12.65,4.0,31155,None
Primitivo del Salento IGT Torcicoda Tormaresca,Italien,2022,12.65,4.0,31155,None
Puglia IGT Susumaniello Luccarelli,Italien,2022,8.95,4.1,209,"['64.1645%', '27.926%', '42.4102%', '18.1049%']"
Ribera del Duero DO Cooperation Wines Legaris,Spanien,2020,14.95,3.8,15456,"['66.2306%', '57.0645%', '12.8319%', '61.3341%']"
Ribera del Duero DO Pàramos Legaris,Spanien,2020,22.45,4.0,971,"['66.5769%', '54.355%', '12.2331%', '55.8128%']"
Steinert Flaxman’s Eden Valley Shiraz Powell & Son,Australien,2016,374.25,4.4,291,"['82.4911%', '44.2799%', '17.5212%', '42.6635%']"
Toscana DOC Bolgheri Rosso di Marte Ruffino,Italien,2021,19.95,4.0,640,None
Vaud Assemblage Rouge Intenso Collection Absolu Cave de la Côte,Schweiz,2022,9.70,3.9,44,None
Vinho Regional Alentejano DO Dom Martinho Quinta do Carmo,Portugal,2021,7.75,3.7,16668,None
La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x 70cl,Schweiz,2023,41.70,3.7,2318,"['29.8527%', '9.37067%', '60.5303%']"
Lavaux AOC Epesses Chatally Domaine Louis Bovard,Schweiz,2023,15.75,3.6,394,"['27.343%', '15.8347%', '65.9082%']"
Rheingau Riesling Trocken Gelblack Schloss Johannisberg,Deutschland,2021,15.95,4.0,12638,"['41.8542%', '8.93855%', '83.3217%']"
Codorníu Frizz 5.5 Verdejo,Spanien,,4.65,3.4,205,"['42.5%', '55%', '67.5%']"
Prosecco DOC Millesimato Colle del Principe brut,Italien,2022,8.45,3.7,175,"['16.3328%', '69.1341%', '66.3328%']"
La Côte AOC Absolu Rosé Cave de La Côte,Schweiz,2023,9.70,3.6,92,None
Médoc Cabernet Sauvignon Rosé de Laujac,Frankreich,2021,8.50,3.3,951,"['44.147%', '4.38116%', '48.7412%']"
Rosato Salento IGT Calafuria,Italien,2023,10.65,4.0,11993,None
Valencia DO Rosado el Miracle,Spanien,2023,6.95,3.4,135,"['50%', '4.95715%', '45%']"
