Name,Land,Jahr,Preis,Bewertung,Anzahl Bewertungen,In Aktion,Farbe,Leicht / Üppig,Sanft / Tanninhaltig,Trocken / Süss,Weich / Säurehaltig,Preis/Rating,Rating/Preis,Robert Parker
Alsace Grand Cru Pfersigberg AOP Gewürztraminer,Frankreich,2018,20.95,4.1,652,0,W,61.5895,52.6653,21.3353,,5.109756098,0.195704057,92.8
Alto Adige DOC Gewürztraminer Kellerei Kaltern - Caldaro,Italien,2022,25,3.8,7881,0,W,64.1097,39.603,29.2028,,6.578947368,0.152,Keine Punktzahl
Alto Adige DOC Lagrein Kellerei Kaltern - Caldaro,Italien,2021,17.5,3.7,4227,0,R,59.0551,40.3783,17.2858,35.8934,4.72972973,0.211428571,Keine Punktzahl
Alto Adige DOC Lagrein Kellerei Kaltern - Caldaro,Italien,2022,17.5,3.7,4227,0,R,59.0551,40.3783,17.2858,35.8934,4.72972973,0.211428571,Keine Punktzahl
Alto Adige DOC Lagrein Riserva Castel Ringberg Elena Walch,Italien,2020,59.95,4.2,3296,0,R,63.1877,44.5368,18.0681,35.3948,14.27380952,0.070058382,89.8
Amancaya Bodegas Caro Mendoza,Argentinien,2019,19.95,4,11774,0,R,76.2969,47.0988,6.76552,42.986,4.9875,0.200501253,Keine Punktzahl
Amarone Classico della Valpolicella DOCG Vaio Armaron Serego Alighieri Masi Agricola,Italien,2015,59.5,4.3,11150,0,R,85,26.2692,47.9529,24.1283,13.8372093,0.072268908,93.6
Amarone della Valpolicella Bosan Cesari DOC,Italien,2015,52,4.4,3653,0,R,84.228,25.1824,48.9179,24.9612,11.81818182,0.084615385,93.6
Amarone della Valpolicella Classico DOC Campolongo di Torbe Masi,Italien,2012,136,4.5,4770,0,R,85,26.8208,49.6013,23.3027,30.22222222,0.033088235,89.1
Amarone della Valpolicella Classico DOC Mazzano Masi Agricola,Italien,2013,135,4.5,3541,0,R,85,32.6242,46.8871,27.1035,30,0.033333333,93.6
Amarone della Valpolicella Classico DOCG Mai dire Mai Pasqua,Italien,2012,120,4.3,221,0,R,85,31.2125,47.8574,28.9576,27.90697674,0.035833333,89.1
Amarone della Valpolicella Conte di Valle Palazzo Maffei DOC,Italien,2017,41.95,4.2,2338,0,R,83.4866,22.2669,51.1548,23.1804,9.988095238,0.10011919,88.5
Amarone della Valpolicella DOC Costasera Masi,Italien,2018,39.5,4.3,101155,0,R,85,23.5851,48.0385,23.011,9.186046512,0.108860759,90.5
Amarone della Valpolicella DOC Cuvée Azienda Agricola Zanoni,Italien,2013,53,4.1,926,0,R,85,26.0463,46.606,20.9701,12.92682927,0.077358491,93.6
Amarone della Valpolicella DOCG Brigaldara Cavolo,Italien,2018,29.95,4.2,3227,0,R,80.4054,24.6401,46.1484,28.6129,7.130952381,0.140233723,90.5
Amarone della Valpolicella DOCG Brigaldara Cavolo,Italien,2019,29.95,4.2,3227,0,R,80.4054,24.6401,46.1484,28.6129,7.130952381,0.140233723,93.3
Amarone della Valpolicella DOCG Palazzo Maffei,Italien,2021,27.5,4.1,7935,0,R,85,20.2716,51.3748,23.7106,6.707317073,0.149090909,Keine Punktzahl
Amarone della Valpolicella DOCG Riserva Conte di Valle Palazzo Maffei,Italien,2016,41.95,4.2,2338,0,R,83.4866,22.2669,51.1548,23.1804,9.988095238,0.10011919,95.4
Amarone della Valpolicella DOCG Riserva di Costasera,Italien,2016,48.5,4.3,6104,0,R,85,26.2166,49.2651,23.9502,11.27906977,0.088659794,95.4
Amarone della Valpolicella DOCG Rocca Alata,Italien,2020,14.95,4,26875,1,R,85,22.7776,48.5099,23.2829,3.7375,0.267558528,89.8
Amarone della Valpolicella DOCG Vigne Alte Zeni,Italien,2021,16.95,4.2,5195,1,R,82.6965,26.0679,47.5185,24.4123,4.035714286,0.247787611,Keine Punktzahl
Amarone Valp. Villa Borghetti,Italien,2018,30.9,4.3,190,0,R,85,22.3253,48.7718,24.217,7.186046512,0.139158576,90.5
Antonini Monte Chiara Montepulciano dAbruzzo DOC,Italien,2022,3.75,3.3,2059,0,R,36.1836,44.3312,0,61.1158,1.136363636,0.88,Keine Punktzahl
AOC Alsace Grand Cru Schoenenbourg Riesling  Baron de Hoen,Frankreich,2020,17.95,3.8,321,0,W,37.0328,21.5573,75.0182,,4.723684211,0.211699164,93.3
AOP Alsace Grand Cru Goldert Gewurztraminer  Domaine Zind Humbrecht,Frankreich,2021,59.95,4.2,463,0,W,66.7441,53.6447,25.2404,,14.27380952,0.070058382,87.3
Apothic Inferno Red Blend Wine with a Whiskey Soul,USA,2018,19.95,3.8,564,0,R,79.3645,49.214,9.11676,62.5997,5.25,0.19047619,94.4
Apothic Inferno Small Batch Limited Release,USA,2019,19.95,3.8,28345,0,R,85,54.2335,15.6098,62.0106,5.25,0.19047619,94.5
Apulien Castel del Monte doc Riserva Cappellaccio Rivera,Italien,2015,15.95,3.6,1866,0,R,83.4638,46.4542,23.5124,28.9895,4.430555556,0.225705329,93.6
Apulien Castel del Monte doc Riserva Cappellaccio Rivera,Italien,2016,15.95,3.6,1866,0,R,83.4638,46.4542,23.5124,28.9895,4.430555556,0.225705329,95.4
Apulien Castel del Monte DOC Rup√¨colo Rivera,Italien,2021,9.95,3.5,1759,0,R,76.3716,42.1803,24.9216,31.9306,2.842857143,0.351758794,Keine Punktzahl
Apulien DOC Aglianico Rivera,Italien,2016,15.95,3.6,1866,0,R,83.4638,46.4542,23.5124,28.9895,4.430555556,0.225705329,95.4
Apulien IGP Vespa Nero di Troia Helena,Italien,2015,85,4.3,300,0,R,85,43.446,23.6809,22.2286,19.76744186,0.050588235,93.6
Apulien Zonin Primitivo Borgo Sanleo,Italien,2021,8.95,3.6,2210,0,R,60.285,18.3283,36.6563,13.5783,2.486111111,0.402234637,Keine Punktzahl
Araldica Gavi La Luciana DOCG,Italien,2022,8.95,3.6,2805,0,W,18.3237,0,77.7608,,2.486111111,0.402234637,Keine Punktzahl
Araldica Gavi La Luciana DOCG,Italien,2023,8.95,3.6,2805,0,W,18.3237,0,77.7608,,2.486111111,0.402234637,Keine Punktzahl
Arbois AOC Vin Jaune Rolet Père et Fils,Frankreich,2015,45,4.1,424,0,W,79.3141,0,60.0788,,10.97560976,0.091111111,93.8
Arbois AOC Vin Jaune Rolet Père et Fils,Frankreich,2016,45,4.1,424,0,W,79.3141,0,60.0788,,10.97560976,0.091111111,93.9
Arbois DOP Savagnin Ouillé Domaine Rolet,Frankreich,2022,19.95,4.1,3158,0,W,24.7115,2.56066,85,,4.865853659,0.205513784,Keine Punktzahl
Auggener Gewürztraminer Spätlese Markgräflerland,Deutschland,2022,11.95,3.7,159,0,W,67.5342,49.2619,18.2708,,3.22972973,0.309623431,Keine Punktzahl
Babiƒá Dalmatian Ego Fjaka Galiƒá,Kroatien,2021,12.5,3.9,155,0,R,67.5,49.2308,0,42.5,3.205128205,0.312,Keine Punktzahl
Baboso Negro Borja Pérez Ignios Orígenes,Spanien,2018,52,4,526,0,R,62.2778,43.5159,8.23899,55.0757,13,0.076923077,94.5
Baden Kaiserstuhl Spätlese Pinot Noir,Deutschland,2020,9.95,3.6,149,0,R,1.04762,18.8512,17.8095,68.1697,2.763888889,0.361809045,93
Baden Kaiserstuhl Spätlese Pinot Noir,Deutschland,2022,9.95,3.6,149,0,R,1.04762,18.8512,17.8095,68.1697,2.763888889,0.361809045,Keine Punktzahl
Baden QbA Kaiserstuhl Pinot Gris,Deutschland,2023,7.95,3.7,71,0,W,43.7037,29.0278,32.5926,,2.148648649,0.465408805,Keine Punktzahl
Baden QbA Neuweierer Pinot Noir Schloss Neuweier,Deutschland,2019,22.5,3.5,151,0,R,5.57436,21.1185,0,70.8524,6.428571429,0.155555556,95
Bagnoli DOC Friularo Ambasciatore,Italien,2017,19.95,4,9294,0,R,64.9998,40.2215,27.3789,28.5551,4.9875,0.200501253,88.5
Balearen DO Finca Biniagual Negre Bodegas Biniagual,Spanien,2018,18.5,4,526,0,R,59.4311,40.1656,20.0922,41.9186,4.625,0.216216216,94.5
Balearen DO Gran Verán Bodegas Biniagual,Spanien,2018,48,4.3,1369,0,R,66.163,42.9811,17.0496,44.2022,11.1627907,0.089583333,94.5
Balearen DO Gran Verán Bodegas Biniagual,Spanien,2019,48,4.3,1369,0,R,66.163,42.9811,17.0496,44.2022,11.1627907,0.089583333,93.5
Barbaresco DOCG Roca de la Selva Fontanafredda,Italien,2016,39.9,4.1,253,0,R,60.1142,76.2913,5.68307,85,9.731707317,0.102756892,95.4
Barbera dAlba DOC Bertu Angelo Negro,Italien,2020,34.5,4,344,0,R,60.4233,27.7026,9.52257,54.3928,8.625,0.115942029,89.8
Barbera dAlba DOC Borgogno,Italien,2021,23,3.9,10172,0,R,55.5157,25.0517,5.17164,64.4132,5.897435897,0.169565217,Keine Punktzahl
Barbera dAlba DOC Costa Bruna P. Colla,Italien,2021,19.9,3.8,998,0,R,53.4479,22.2816,0,63.9904,5.236842105,0.190954774,Keine Punktzahl
Barbera dAlba DOC Dina Angelo Negro,Italien,2022,16.5,3.7,1919,0,R,52.7873,27.1913,7.87942,60.5701,4.459459459,0.224242424,Keine Punktzahl
Barbera dAlba DOC Superiore Tenuta Cappallotto,Italien,2021,13.5,3.5,1014,0,R,52.9212,24.9485,14.0101,63.6937,3.857142857,0.259259259,Keine Punktzahl
Barbera dAlba DOC Superiore Tenuta Cappallotto,Italien,2022,13.5,3.5,1014,0,R,52.9212,24.9485,14.0101,63.6937,3.857142857,0.259259259,Keine Punktzahl
Barbera dAsti DOCG Fontana La Spinetta,Italien,2021,17.5,3.8,692,0,R,56.3885,31.8145,3.98529,66.5939,4.605263158,0.217142857,Keine Punktzahl
Barbera dAsti DOCG Gelsomora Cossetti,Italien,2022,14.5,3.9,369,0,R,56.8661,35.8331,6.83861,61.7475,3.717948718,0.268965517,Keine Punktzahl
Barbera dAsti Superiore DOCG Balau Baldi,Italien,2017,23.95,4.1,76,0,R,57.445,25.7089,2.72632,67.5884,5.841463415,0.171189979,88.5
Barbera dAsti Superiore DOCG Barbera La Vigna Vecchia Cossetti,Italien,2020,15.5,4.1,3554,0,R,52.4756,23.3359,11.8975,57.5371,3.780487805,0.264516129,89.8
Barbera dAsti Superiore DOCG Rubigo Baldi,Italien,2020,16.5,3.7,184,0,R,55.6532,16.8508,0,50.2419,4.459459459,0.224242424,89.8
Barbera Monferrato La Monferrina Araldica DOC,Italien,2021,6.95,2.8,57,0,R,42.5,38.3657,67.5,,2.482142857,0.402877698,Keine Punktzahl
Bardolino Classico DOC Frescaripa Masi,Italien,2022,11.95,3.5,6312,0,R,49.4421,33.0544,15.9278,34.4018,3.414285714,0.292887029,Keine Punktzahl
Bardolino classico Zeni DOC,Italien,2022,3.95,3.4,2004,0,R,45.3025,35.4697,17.9722,32.5168,1.161764706,0.860759494,Keine Punktzahl
Bardolino DOC Classico i Filari del Nino Zeni,Italien,2021,12.5,3.7,364,0,R,63.5221,35.7914,20.9478,30.8111,3.378378378,0.296,Keine Punktzahl
Barolo del Comune die Monforte dAlba DOCG Fonatafredda,Italien,2013,39.9,4.2,1729,0,R,61.1722,77.8001,3.38514,78.711,9.5,0.105263158,93.6
Barolo DOCG Albarello,Italien,2020,12.95,3.5,365,1,R,56.7128,69.196,4.69257,68.5608,3.7,0.27027027,89.8
Barolo DOCG Fontanafredda Riserva,Italien,2011,115,4.2,2652,0,R,66.2026,71.1237,5.34651,81.4453,27.38095238,0.036521739,88.6
Barolo DOCG Mirafiore,Italien,2014,55,4.1,4643,0,R,62.7269,76.3486,2.54829,83.8799,13.41463415,0.074545455,88.6
Barolo DOCG Mirafiore Lazzarito,Italien,2013,85,4.2,1987,0,R,65.1853,74.8894,4.82279,83.484,20.23809524,0.049411765,93.6
Barolo DOCG Nebbiolo Cannubi Borgogno,Italien,2013,105,4.1,3477,0,R,64.0044,75.5009,4.60686,80.7743,25.6097561,0.039047619,93.6
Barolo DOCG Rocche dei Manzoni,Italien,2019,44.5,4.3,4286,0,R,63.71,73.5678,9.35026,79.2373,10.34883721,0.096629213,93.3
Barolo DOCG Tenuta Cappallotto,Italien,2020,22.5,3.4,2117,0,R,55.7542,73.359,9.25723,75.7336,6.617647059,0.151111111,89.8
Barolo DOCG Tenuta Cappallotto Sori Paradiso,Italien,2019,31.5,3.4,363,0,R,66.0096,81.3157,0,82.6066,9.264705882,0.107936508,93.3
Barolo Paesi Tuoi DOCG,Italien,2018,24.95,3.9,4495,0,R,62.4284,75.3388,4.1007,79.0738,6.397435897,0.156312625,90.5
Barossa Shiraz 100 Year Old Vines Château Tanunda,Australien,2018,95,4.2,109,0,R,85,43.4649,14.2442,42.4418,22.61904762,0.044210526,94.6
Barossa Valley Peter Lehmann Hill & Valley Shiraz,Australien,2021,16.5,3.6,1297,0,R,84.0737,47.8395,9.28553,44.3669,4.583333333,0.218181818,94.4
Barossa Valley Peter Lehmann Hill & Valley Shiraz,Australien,2020,16.5,3.6,1297,0,R,84.0737,47.8395,9.28553,44.3669,4.583333333,0.218181818,93.2
Barossa Valley Shiraz Loechel Powell & Son,Australien,2016,99,4,1378,0,R,85,44.0488,12.3915,43.2712,24.75,0.04040404,91
Basel-Landschaft AOC Benkemer Pinot Noir,Schweiz,2020,16.5,3.8,143,0,R,14.4419,20.5988,0,66.3799,4.342105263,0.23030303,Keine Punktzahl
Basel-Landschaft AOC Kluser Burgeweg Pinot Noir,Schweiz,2021,14.5,3.8,143,0,R,14.4419,20.5988,0,66.3799,3.815789474,0.262068966,Keine Punktzahl
Basel-Landschaft AOC Maispracher Auslese Buess Weinbau,Schweiz,2019,18.95,3.7,36,0,R,0,15.4932,0,78.1757,5.121621622,0.19525066,Keine Punktzahl
Basel-Landschaft AOC Maispracher Sunneburg,Schweiz,2021,15.5,3.7,36,0,R,0,15.4932,0,78.1757,4.189189189,0.238709677,Keine Punktzahl
Basel-Landschaft AOC Pinot Gris Weingut Jauslin,Schweiz,2022,24.95,3.8,143,0,W,14.4419,20.5988,0,66.3799,6.565789474,0.152304609,Keine Punktzahl
Basel-Landschaft AOC Pinot Noir Barrique Classic Klushof,Schweiz,2018,28,3.9,114,0,R,24.0261,24.5261,3.5,49.0478,7.179487179,0.139285714,Keine Punktzahl
Basel-Landschaft AOC Pinot Noir Barrique Classic Klushof,Schweiz,2022,28,3.9,114,0,R,24.0261,24.5261,3.5,49.0478,7.179487179,0.139285714,Keine Punktzahl
Basel-Landschaft AOC Pinot Noir Schalberger Klushof,Schweiz,2018,14.95,3.8,143,0,R,14.4419,20.5988,0,66.3799,3.934210526,0.254180602,Keine Punktzahl
Basel-Landschaft AOC Pinot Noir Schalberger Klushof,Schweiz,2022,14.95,3.8,143,0,R,14.4419,20.5988,0,66.3799,3.934210526,0.254180602,Keine Punktzahl
Basel-Landschaft AOC Primus B Pinot Noir,Schweiz,2021,11.5,3.8,143,0,R,14.4419,20.5988,0,66.3799,3.026315789,0.330434783,Keine Punktzahl
Basel-Landschaft AOC Primus B Pinot Noir,Schweiz,2022,11.5,3.8,143,0,R,14.4419,20.5988,0,66.3799,3.026315789,0.330434783,Keine Punktzahl
Basel-Stadt AOC Riehner Riesling-Sylvaner Schlipfer,Schweiz,2023,12.95,3.6,99,0,W,5,23.9615,17.5,,3.597222222,0.277992278,Keine Punktzahl
Basel-Stadt AOC Riehner Riesling-Sylvaner Schlipfer,Schweiz,2021,12.95,3.6,99,0,W,5,23.9615,17.5,,3.597222222,0.277992278,Keine Punktzahl
Batroun MO Cuvée Altitudes White Ixsir,Libanon,2021,22,3.9,9619,0,W,64.7613,39.3285,19.0464,45.5056,5.641025641,0.177272727,Keine Punktzahl
Beaujolais Gamay Juliénas Georges Duboeuf,Frankreich,2019,11.5,4,222,0,R,0,4.12615,0,85,2.875,0.347826087,94.9
Beaujolais-Villages AOP La Ferronnière,Frankreich,2020,6.95,2.7,128,0,R,0,22.7801,16.1506,84.0422,2.574074074,0.388489209,93.5
Beaulieu Vineyard Cabernet Sauvignon Napa Valley,USA,2018,54.95,3.9,19280,0,R,84.9151,51.9826,9.34554,52.5361,14.08974359,0.070973612,94.4
Beaune du Château Domaine Bouchard Père et Fils AOC,Frankreich,2020,39.95,4.1,13421,0,R,33.0105,24.3481,2.83129,62.0978,9.743902439,0.102628285,93.5
Beaune du Château Domaine Bouchard Père et Fils AOC,Frankreich,2021,39.95,4.1,13421,0,R,33.0105,24.3481,2.83129,62.0978,9.743902439,0.102628285,88.5
Beffroi du Barrail Saint Emilion AOC,Frankreich,2020,10.95,3.9,3220,0,R,72.6717,55.4555,3.91954,52.4396,2.807692308,0.356164384,93.5
Bianco Sicilia DOC Grillo Parlante Fondo Antico,Italien,2022,16.5,3.8,1696,0,W,58.5079,8.68562,41.3607,,4.342105263,0.23030303,Keine Punktzahl
Bielersee AOC Pinot Noir Auberson & Fils,Schweiz,2022,19.95,3.4,133,0,R,9.09697,21.6061,10.6818,68.497,5.867647059,0.170426065,Keine Punktzahl
Bierzo DO Las Lamas Descendientes de J. Palacios,Spanien,2017,108,4.3,1340,0,R,51.6062,42.3036,9.74887,62.2055,25.11627907,0.039814815,91.5
Bierzo DO Las Lamas Descendientes de J. Palacios,Spanien,2014,108,4.3,1340,0,R,51.6062,42.3036,9.74887,62.2055,25.11627907,0.039814815,91.8
Bijelo 9 Cuvée Kutjevo Galiƒá,Kroatien,2018,23.5,4.1,555,0,W,27.1291,10.5867,69.0513,,5.731707317,0.174468085,Keine Punktzahl
Binissalem Mallorca DO Crianza José L. Ferrer,Spanien,2019,13.5,3.7,6420,0,R,63.742,39.684,11.8197,41.7677,3.648648649,0.274074074,93.5
Bio La Côte AOC Chasselas Bio Be O,Schweiz,2022,12.5,3.7,84,0,W,30.7382,0.892718,55.7667,,3.378378378,0.296,Keine Punktzahl
Bio Maremma Toscana DOC Sangiovese Tenuta Valdifalco,Italien,2021,14.95,4,53,0,R,48.0668,45.233,0.0575925,38.4254,3.7375,0.267558528,Keine Punktzahl
Bio Naturaplan Terra Alpina Vino Bianco,Europa,2021,13.5,3.8,265,0,W,60.6541,20.7175,45.0771,,3.552631579,0.281481481,Keine Punktzahl
Bio Naturaplan Terra Alpina Vino Rosso,Europa,2021,14.95,3.7,432,0,R,63.5,50.625,4.74022,80.3272,4.040540541,0.247491639,Keine Punktzahl
Bio Parcelle 982 Gamay Grand Cru Collection Nature Domaine de la Ville,Schweiz,2019,23.95,3.7,168,0,R,23.8192,5,0,73.4255,6.472972973,0.154488518,Keine Punktzahl
Bio Valais AOC Pinot Noir Cuvée Espace Cave du Rhodan,Schweiz,2023,22.95,3.9,54,0,R,0,17.5,3.75,73.4718,5.884615385,0.169934641,Keine Punktzahl
Bio Valais AOC Rhin 13 Étoiles Cave du Rhodan,Schweiz,2022,20.95,4,33,0,W,34.75,5.71667,80,,5.2375,0.190930788,Keine Punktzahl
Bio Vin de Pays des Trois Lacs Divico Caves de la Béroche,Schweiz,2020,19.95,2.7,79,0,R,30,0,42.5,,7.388888889,0.135338346,Keine Punktzahl
Black Stallion Chardonnay Napa Valley,USA,2020,23.5,4,8437,0,W,85,25.4386,36.0063,,5.875,0.170212766,84.7
Bobal Utiel Cepas Viejas,Spanien,2015,12.95,3.8,5777,0,R,58.1313,42.7368,13.2127,44.0096,3.407894737,0.293436293,92.8
Bolgheri DOC Azienda Agricola Donne Fittipaldi,Italien,2021,25.5,4,4946,0,R,64.7536,63.4921,7.52566,53.8278,6.375,0.156862745,Keine Punktzahl
Bolgheri DOC Azienda Agricola Donne Fittipaldi,Italien,2022,25.5,4,4946,0,R,64.7536,63.4921,7.52566,53.8278,6.375,0.156862745,Keine Punktzahl
Bolgheri DOC Le Serre Nuove dellOrnellaia Tenuta dellOrnellaia,Italien,2020,54.95,4.3,55038,0,R,64.9215,64.0695,8.52648,54.0297,12.77906977,0.078252957,89.8
Bolgheri DOC Superiore Cabernet Franc Fattoria Casa di Terra,Italien,2016,98,4.2,1126,0,R,63.5792,67.0288,16.6854,55.6602,23.33333333,0.042857143,95.4
Bolgheri DOC Superiore Cabernet Sauvignon Maronea Fattoria Casa di Terra,Italien,2019,53.5,4.2,1126,0,R,63.5792,67.0288,16.6854,55.6602,12.73809524,0.078504673,93.3
Bolgheri Rosso DOC Merlot Mosaico Fattoria Casa di Terra,Italien,2021,31.5,4,1868,0,R,66.1594,65.01,13.5467,54.749,7.875,0.126984127,Keine Punktzahl
Bolgheri Rosso DOC Moreccio Fattoria Casa di Terra,Italien,2022,19.5,3.8,6095,0,R,64.8301,64.7067,7.10042,55.4147,5.131578947,0.194871795,Keine Punktzahl
Bonvillars AOC Pinot Noir Vin des Croisés Cave Viticulteurs de Bonvillars,Schweiz,2022,10.95,3.4,584,1,R,6.7879,19.6104,13.3863,65.2533,3.220588235,0.310502283,Keine Punktzahl
Bordeaux AC Mouton Cadet Baron Ph de Rothschild,Frankreich,2020,14.95,3.4,215,0,R,67.2088,67.7629,0,72.799,4.397058824,0.227424749,93.5
Bordeaux AC Mouton Cadet Baron Ph de Rothschild,Frankreich,2019,4.95,3.4,215,0,R,67.2088,67.7629,0,72.799,1.455882353,0.686868687,94.9
Bordeaux AOC Baron de Lestac,Frankreich,2021,8.95,3.6,27100,0,R,62.0786,53.2402,8.06884,60.4756,2.486111111,0.402234637,88.5
Bordeaux AOC Château La Rose Saint-Germain Rouge,Frankreich,2019,4.5,3.5,646,0,R,63.2134,57.3518,0,59.6324,1.285714286,0.777777778,94.9
Bordeaux AOC Dourthe Sauvignon Blanc La Grande Cuvée,Frankreich,2022,12.5,3.6,3478,0,W,61.4078,10.4263,46.0591,,3.472222222,0.288,Keine Punktzahl
Bordeaux AOC La Grolet Côte Bourg Origines Famille Hubert Vignerons,Frankreich,2020,14.95,3.6,2465,0,R,62.476,60.6951,0,66.1731,4.152777778,0.240802676,93.5
Bordeaux AOC La Grolet Côte Bourg Origines Famille Hubert Vignerons,Frankreich,2021,14.95,3.6,2465,0,R,62.476,60.6951,0,66.1731,4.152777778,0.240802676,88.5
Bordeaux AOP Blanc Bonhomme Château Peybonhomme les tours,Frankreich,2021,18.5,3.9,2641,0,W,63.1717,11.275,38.522,,4.743589744,0.210810811,87.3
Bordeaux AOP Blanc Bonhomme Château Peybonhomme les tours,Frankreich,2022,18.5,3.9,2641,0,W,63.1717,11.275,38.522,,4.743589744,0.210810811,Keine Punktzahl
Bordeaux rouge Chateaux Tour de Bonnet,Frankreich,2018,11.5,3.5,683,0,R,64.5938,57.7849,8.37083,62.9391,3.285714286,0.304347826,92.9
Bordeaux rouge DBR Roth Légende,Frankreich,2019,12.5,3.6,9373,0,R,61.4157,53.9276,2.06637,63.48,3.472222222,0.288,94.9
Bordeaux supérieur AOC Baron Eugène Haussmann,Frankreich,2020,5.95,3.5,5886,1,R,60.3604,52.4116,12.9566,56.7714,1.7,0.588235294,93.5
Bordeaux supérieur AOC Baron Eugène Haussmann,Frankreich,2021,5.95,3.5,5886,1,R,60.3604,52.4116,12.9566,56.7714,1.7,0.588235294,88.5
Bordeaux supérieur AOC Château Leroy-Beauval,Frankreich,2015,17.5,3.8,355,0,R,64.9929,58.1794,0,62.7825,4.605263158,0.217142857,94.2
Bourgogne AOC Château de Dracy Chardonnay,Frankreich,2022,12.5,3.9,766,0,W,57.9118,0.21828,46.8866,,3.205128205,0.312,Keine Punktzahl
Bourgogne AOC Pinot Noir Louis Jadot,Frankreich,2022,18.95,3.6,43508,0,R,29.7162,23.8891,0.79723,65.3403,5.263888889,0.189973615,Keine Punktzahl
Bourgogne AOC Pinot Noir Mercurey Les Montelons Domaine Adélie,Frankreich,2021,26.5,3.9,1866,0,R,27.9937,21.6476,0.988993,65.8459,6.794871795,0.147169811,88.5
Bourgogne AOC Pinot Noir Mercurey Les Montelons Domaine Adélie,Frankreich,2022,26.5,3.9,1866,0,R,27.9937,21.6476,0.988993,65.8459,6.794871795,0.147169811,Keine Punktzahl
Bourgogne Hautes Côtes de Nuits AOC Cuvée des Dames de Vergy,Frankreich,2022,16.95,3.7,6686,0,R,33.4897,27.0679,2.32488,67.996,4.581081081,0.218289086,Keine Punktzahl
Brunello di Montalcino DOCG Castel Giocondo,Italien,2018,57,4.3,59818,0,R,48.4157,57.4055,6.65578,64.1591,13.25581395,0.075438596,90.5
Brunello di Montalcino DOCG Della Robbia,Italien,2018,22.5,3.6,3075,0,R,45.002,59.9685,17.8452,61.5488,6.25,0.16,90.5
Brunello di Montalcino DOCG Sangiovese Podere Giodo,Italien,2019,119,4.3,5758,0,R,49.7041,57.7025,5.56546,64.3311,27.6744186,0.036134454,93.3
